id,Debt_to_Income_Ratio,Hard_Inquiries,Missed_Payments,Total_Outstanding_Debt,Loan_Deferrals,Early_Warning_Event,Change_in_FICO_Score,annual_inc,LOR,home_ownership,Age,Change_in_Employment_Status,Significant_Drop_in_Savings
67616026,23.53892897,0,2,56483.54134,0,0,50,60000,193,RENT,53,0,448.9888037
67616031,37.02785956,3,0,54340.1789,0,0,36,65000,163,RENT,31,0,2050.822767
67616115,20.74405178,3,1,41148.59343,2,0,43,70000,55,RENT,39,0,3087.771218
67616174,33.20007549,2,0,50713.66951,0,0,-47,160000,327,MORTGAGE,38,0,149.0265687
67625262,24.35564416,0,0,63895.75984,2,0,-16,42000,229,MORTGAGE,36,0,1827.996034
67625378,18.29287441,1,1,37102.49382,2,0,-29,38000,109,MORTGAGE,33,0,1713.40484
67625795,26.54483887,2,2,73322.96207,0,0,-11,59000,221,MORTGAGE,60,0,613.2227557
67625976,37.12972711,2,0,29181.20634,1,0,30,35000,134,RENT,49,0,10746.53672
67635225,33.93430997,2,2,63466.64008,0,0,25,32500,160,RENT,41,0,1385.4488
67635250,1.610866485,0,0,50809.93823,1,0,-7,55000,143,MORTGAGE,44,0,4378.527625
67635369,37.0040182,2,0,42278.3944,0,0,37,44000,97,MORTGAGE,50,0,422.3436708
67635410,30.93305218,1,0,22372.76629,1,0,-40,48000,256,MORTGAGE,33,0,2763.393595
67635621,3.437692998,3,0,67852.90193,0,0,69,73000,390,MORTGAGE,31,0,165.2256973
67635760,40.80696402,2,0,35988.70158,0,0,23,160000,330,OWN,37,0,141.104013
67635856,28.69105046,3,1,49550.29769,0,0,47,25000,100,RENT,49,0,426.7225666
67635995,13.00031859,0,2,85688.57885,1,0,-12,25000,147,RENT,62,0,2673.329065
67645139,36.83496292,1,1,44664.85992,1,0,44,150000,243,RENT,29,0,3331.730384
67645165,20.68178173,1,0,50765.79698,1,0,5,38500,147,MORTGAGE,43,0,1105.698521
67645389,50.17603427,0,0,56211.02518,1,0,3,92000,191,MORTGAGE,52,0,1287.228433
67645533,25.70453487,0,0,51746.2829,2,0,-10,38000,171,MORTGAGE,41,0,568.469415
67645608,60.41340991,2,0,38580.97275,0,0,9,83000,142,MORTGAGE,45,1,1913.570032
67646041,7.846811578,2,2,72279.70322,0,0,38,40000,57,OWN,36,0,1508.407169
67646056,29.55945838,1,0,43085.96076,0,0,1,25000,264,MORTGAGE,42,1,1543.398541
67655244,36.84777016,3,1,57021.88731,0,0,-63,28000,64,RENT,27,0,131.0001751
67655265,39.31071563,1,1,46746.64681,0,0,-25,65000,122,RENT,37,0,258.0629931
67655269,52.91863843,1,0,40912.30469,0,0,-9,70000,138,RENT,33,0,1385.073055
67655296,30.99658259,3,0,65723.64244,0,0,-4,90000,112,MORTGAGE,42,0,888.5673253
67655387,5.677613064,1,0,53944.19281,1,0,-60,126500,114,MORTGAGE,38,0,1106.770983
67655496,15.55003125,0,1,17234.66969,2,0,-14,70000,207,MORTGAGE,28,0,988.7296532
67655580,9.499418317,3,0,54466.25121,0,0,-3,29000,136,RENT,45,0,2485.5888
67655762,23.49295705,3,0,26167.45218,0,0,-22,97000,194,MORTGAGE,44,0,393.3939923
67655839,34.11985012,1,1,38546.67264,0,0,-1,90000,218,RENT,50,0,5699.464593
67655904,37.12930873,2,0,53935.43806,0,0,39,70000,153,MORTGAGE,38,0,1271.296907
67656139,25.79043519,1,0,63797.30809,0,0,-16,105249,249,MORTGAGE,35,0,832.1968166
67656187,32.84364234,0,1,46363.00461,0,0,-52,82000,154,RENT,32,0,42.80719924
67656195,41.97319574,0,2,53768.1119,0,0,64,15000,50,RENT,44,0,877.396294
67665157,13.08413358,1,0,39788.00829,1,0,-18,99000,183,MORTGAGE,44,0,1965.689523
67665198,32.75057485,0,1,66558.84785,0,0,-8,50000,135,RENT,35,0,3191.689885
67665222,30.90666019,1,1,47273.80713,2,0,1,75000,76,RENT,38,0,2633.577495
67665454,44.32956418,1,0,58062.12837,1,0,-41,36512,271,RENT,43,0,1702.972709
67665482,45.19539718,2,2,72580.92065,0,0,7,45000,153,OWN,40,0,1145.70715
67665546,17.66250163,2,0,22227.66618,1,0,-15,81000,71,MORTGAGE,41,0,1490.771381
67665574,6.628959192,1,2,39722.22146,1,0,7,40000,145,MORTGAGE,54,0,6529.473352
67665711,26.60565894,3,1,47408.30125,0,0,17,25000,303,RENT,27,0,6768.671415
67665801,35.01358422,3,0,51914.21839,1,0,36,60000,259,RENT,37,0,3252.05562
67665878,51.60959312,2,0,59230.80405,2,0,53,56000,138,RENT,55,0,365.052387
67665915,10.97055674,3,1,68312.17033,2,0,-6,40716,144,MORTGAGE,43,1,5442.933069
67665931,6.263991629,0,2,38818.85041,2,0,-17,38500,125,RENT,32,0,2087.611058
67666018,13.2557411,2,0,46974.36278,2,0,-37,92000,203,MORTGAGE,43,0,1299.407468
67666019,5.832776627,3,0,66826.74375,1,0,17,80000,147,RENT,43,0,1648.4855
67666061,32.54025124,1,1,55070.26475,0,0,0,50000,117,OWN,50,0,1294.1366
67666137,28.86045201,1,0,24490.75144,0,0,-5,32000,49,OWN,48,0,1300.945306
67675178,35.31826886,2,0,23249.86776,1,0,-20,42000,289,MORTGAGE,41,0,4523.79075
67675195,13.3989424,2,0,42664.73413,2,0,18,67000,194,RENT,46,0,1217.029563
67675203,40.67854268,1,1,58280.06881,0,0,28,44000,112,OWN,32,0,497.2905874
67675355,15.62944545,1,0,58000.03168,2,0,7,32500,125,RENT,41,1,519.4961751
67675402,29.69583826,0,0,36602.61933,2,0,2,50000,136,MORTGAGE,23,0,282.2318526
67675419,64.34014986,2,0,59953.75054,0,0,38,40000,379,RENT,42,0,1616.129609
67675461,14.21215032,1,1,53778.9698,1,0,26,106080,345,RENT,42,0,785.5578371
67675498,16.69973574,1,1,33780.0454,2,0,26,108000,244,MORTGAGE,36,0,1722.680291
67675596,12.96965515,1,0,40978.47974,2,0,47,108000,355,MORTGAGE,30,0,729.9860673
67675796,17.82872715,1,1,20830.87056,0,0,13,108000,241,RENT,51,0,497.4611536
67675829,17.07652952,2,0,32135.93028,2,0,-20,26000,178,RENT,41,0,113.8589165
67675875,18.52647756,0,0,21743.69084,0,0,-27,35000,64,RENT,32,0,637.3569435
67676038,21.89311179,2,0,26798.6973,0,0,13,190000,162,MORTGAGE,53,0,1411.630292
67685151,33.82750972,0,0,75189.76476,0,0,8,18480,138,RENT,41,0,1845.662498
67685194,46.04493989,3,0,43998.93597,0,0,-7,73000,214,OWN,30,0,206.6364933
67685490,30.11022744,1,0,23390.84227,2,0,-32,90000,59,MORTGAGE,33,0,563.3894591
67685526,24.09796489,0,1,56281.04659,0,0,11,43000,212,MORTGAGE,41,0,85.72357848
67685573,4.185941154,0,0,54348.43573,0,0,-5,31000,168,RENT,44,0,2994.126476
67685655,64.92376938,1,0,52893.68379,0,0,-45,120000,152,MORTGAGE,50,0,629.8629559
67685913,28.10720906,3,0,36901.80312,0,0,0,45000,104,RENT,44,0,1683.88109
67686061,29.1342807,3,0,59340.9358,2,0,28,28000,121,RENT,28,0,1233.177094
67686082,54.62926118,1,0,33532.94363,1,0,11,90000,135,MORTGAGE,34,0,1297.73771
67686092,18.96896142,1,0,61904.7084,1,0,-10,48000,171,RENT,62,0,2191.365724
67695123,24.85969039,3,0,63269.10074,0,0,51,85000,211,MORTGAGE,59,0,1056.656957
67695177,43.92210899,3,1,49036.372,0,0,-22,40000,268,RENT,43,0,574.9448431
67695223,46.36069256,2,1,28035.22453,2,0,11,46000,185,OWN,48,0,1053.750567
67695362,26.7257727,0,0,62037.43552,2,0,-15,65000,263,RENT,44,0,3471.850721
67695577,28.19303734,2,2,41246.55789,0,0,2,60000,228,MORTGAGE,54,0,1651.48641
67695663,56.92730228,1,0,54115.39058,0,0,38,55000,144,MORTGAGE,42,0,3074.293782
67695749,22.36700887,1,1,60361.58076,0,0,9,125000,121,MORTGAGE,53,0,3492.831777
67695829,23.06127131,2,3,37855.12673,1,0,7,46000,57,MORTGAGE,44,0,3052.632774
67695983,35.31544203,2,1,82185.48563,0,0,-11,22000,326,OWN,36,0,1167.939151
67696003,23.21423638,1,0,49341.83918,1,0,-5,28000,136,RENT,48,0,3254.872056
67705138,23.84389993,1,0,39938.87796,0,0,21,75000,134,MORTGAGE,47,0,1992.90723
67705153,36.52633212,1,0,64991.47782,2,0,22,35000,193,RENT,36,0,511.5291488
67705415,41.33211757,3,0,73247.85887,0,0,8,150000,209,MORTGAGE,53,0,199.5646608
67705457,14.12777499,2,1,18998.81997,0,0,22,180000,254,MORTGAGE,46,0,1381.702076
67705514,27.89410613,0,1,29282.92955,0,0,42,45000,173,RENT,40,0,1748.909608
67705533,47.70180101,0,1,38365.95299,0,0,17,102600,376,MORTGAGE,44,0,859.7567892
67705935,36.17974621,3,0,81701.50133,2,0,-55,55000,65,RENT,52,0,1986.565882
67706043,29.61979734,3,2,42813.23104,0,0,60,114000,192,OWN,37,0,3283.130671
67706046,34.62252555,1,0,72812.68896,2,0,29,65000,173,MORTGAGE,32,0,1024.257413
67706064,10.84600402,2,0,53301.65951,2,0,0,72500,150,RENT,18,0,2588.839714
67706096,22.69082816,0,0,28245.4573,2,0,22,40000,63,MORTGAGE,34,0,3834.347816
67706139,15.05158121,2,2,63209.36372,2,0,-9,120000,209,RENT,35,0,545.9169715
67706166,29.4506334,0,0,54754.23843,1,0,17,67140,140,OWN,59,0,1576.798147
67715122,53.62160323,0,0,37066.03225,0,0,22,120000,203,MORTGAGE,24,0,267.0478402
67715283,13.75156064,1,1,40088.64195,1,0,45,65000,360,MORTGAGE,38,0,87.02384283
67715292,26.43192932,2,1,34255.95465,0,0,-48,70200,210,RENT,25,0,81.74614406
67715448,16.67407609,1,0,40628.92857,1,0,-34,68000,246,MORTGAGE,35,0,5997.752032
67715559,12.87560645,2,1,59876.82799,0,0,-12,63000,221,MORTGAGE,66,0,91.65593079
67715565,32.68563949,0,0,36444.56741,2,0,22,60000,166,RENT,22,0,1848.436971
67715606,11.57630764,2,0,51265.80688,2,0,30,38480,110,RENT,37,0,118.208199
67715652,33.84170503,0,0,54707.77671,0,0,3,150000,118,MORTGAGE,23,0,2507.867193
67715771,35.9838382,1,1,49181.90258,1,0,-58,50000,389,RENT,43,0,1344.039597
67715887,17.37830271,2,1,25765.02612,1,0,38,110000,155,MORTGAGE,50,0,467.2895263
67715969,27.83028817,2,0,61233.13715,0,0,12,40000,205,MORTGAGE,23,0,1849.194505
67725241,67.41949637,2,1,32518.73818,0,0,13,30000,102,MORTGAGE,49,0,813.5730885
67725509,3.635215677,0,0,41374.11057,0,0,-70,44200,242,MORTGAGE,53,0,328.6011157
67725578,22.44943664,2,3,43097.82691,1,0,44,62000,130,MORTGAGE,50,0,2692.376424
67725706,59.83467251,0,0,49522.23653,0,0,-5,200000,291,OWN,43,0,961.8024221
67725964,34.66360764,3,1,51443.46942,0,0,36,42000,204,OWN,26,0,1266.659742
67735215,40.31675738,1,0,60287.8165,0,0,24,62000,119,MORTGAGE,57,0,78.83378708
67735219,52.80499552,3,0,45323.06536,2,0,-19,85000,305,MORTGAGE,37,0,1658.95793
67735262,45.99431294,3,1,31748.31435,2,0,12,52000,181,MORTGAGE,35,0,1441.989438
67735278,33.54609478,0,0,66306.05198,1,0,33,55000,229,MORTGAGE,48,0,2760.500278
67735582,39.01195855,3,1,43984.56837,1,0,-52,150000,146,MORTGAGE,38,0,1300.721873
67735801,14.65228342,1,0,47225.90752,1,0,30,49000,236,MORTGAGE,32,0,3716.216297
67735817,23.3583249,1,1,34987.99345,0,0,-39,37000,150,MORTGAGE,36,0,855.4643588
67735921,53.55852061,3,0,37015.499,0,0,-26,215000,242,OWN,39,0,2749.878334
67735945,54.58906891,1,1,71636.56468,0,0,-34,220000,148,RENT,54,0,553.4445117
67735948,29.32468966,3,0,29373.77791,0,0,68,80000,184,MORTGAGE,42,0,3978.817641
67736017,26.06005377,1,0,31591.2888,0,0,6,82000,335,OWN,51,0,867.3936484
67745360,14.61880744,1,0,43066.0213,1,0,-59,99933.34,356,MORTGAGE,35,0,2666.62963
67745416,38.35829196,0,0,54772.23966,1,0,-21,72000,224,MORTGAGE,31,0,3261.805852
67745435,3.720628791,1,1,35488.49443,0,0,-21,70000,313,MORTGAGE,50,0,358.5538637
67745448,15.26593568,0,0,26327.79377,0,0,3,37000,188,MORTGAGE,37,0,3231.373968
67745531,32.90940173,1,1,31692.14814,0,0,-22,36000,272,MORTGAGE,39,0,683.9094936
67745559,30.3409051,0,1,43762.39896,0,0,-44,71400,348,RENT,50,0,1808.681493
67745599,26.62427753,2,1,34990.47895,0,0,42,65000,120,RENT,31,0,1474.641386
67745605,23.93528641,0,1,83349.91077,0,0,-3,50000,211,MORTGAGE,44,0,1761.906263
67745626,6.726024684,2,0,79733.01765,0,0,-5,80000,158,RENT,39,1,3107.895068
67745806,16.69306553,1,0,55646.46213,1,0,49,50000,365,MORTGAGE,44,0,3559.449119
67745873,31.25025752,1,0,55675.51854,0,0,57,60000,241,MORTGAGE,47,0,577.4003808
67746043,42.50889658,2,1,51961.34249,0,0,-2,51000,249,MORTGAGE,60,0,419.5459705
67755119,60.34669009,1,1,37647.66506,0,0,0,80000,121,RENT,34,0,2448.302231
67755151,16.44219335,3,2,81848.20471,1,0,69,70000,382,RENT,41,0,1293.318018
67755216,20.86997985,3,0,58628.41774,0,0,-26,50000,153,MORTGAGE,38,0,323.5961263
67755383,48.07181886,3,0,71795.73309,0,0,-30,25000,241,RENT,34,0,1320.492745
67755391,13.70134808,2,0,23416.43499,0,0,7,58000,282,MORTGAGE,21,0,8341.703226
67755469,62.45064211,2,2,37040.41287,0,0,-2,80500,137,OWN,34,0,1631.788794
67755857,19.18120554,0,1,46950.11435,1,0,9,50000,166,OWN,43,0,4112.664163
67755861,29.92083216,1,2,57514.1015,2,0,6,85000,147,RENT,49,0,185.0454337
67756057,26.84891593,1,0,63748.07855,0,0,-4,165000,149,RENT,39,0,4647.095538
67756094,31.44923312,0,0,49052.35526,0,0,-15,175000,154,MORTGAGE,44,0,1633.485529
67788224,16.63592123,2,0,69391.99187,0,0,-11,20000,185,RENT,40,0,1552.885182
67788307,3.51797808,2,2,59141.18347,0,0,-33,62000,171,MORTGAGE,44,0,296.4071487
67788332,34.58810312,2,0,58956.58468,0,0,-7,52000,128,RENT,28,0,1220.775554
67788366,34.84719423,2,0,45848.20035,2,0,-4,93000,88,MORTGAGE,45,0,1325.350494
67788534,8.214105244,1,2,54736.59732,0,0,-10,32000,102,RENT,34,0,301.6313406
67788581,21.57152675,1,0,54633.58422,0,0,13,65710,52,RENT,35,0,817.677529
67788599,8.269297158,2,1,64441.92645,1,0,-6,55000,118,RENT,39,0,4221.785177
67788614,41.67176196,2,0,30241.21497,0,0,5,105000,284,MORTGAGE,38,0,67.85255671
67788636,8.798265186,1,0,60532.20684,1,0,-1,125000,116,MORTGAGE,34,0,1483.241638
67788639,35.3065505,1,1,25304.16312,1,0,3,80000,232,MORTGAGE,51,0,3043.432813
67788642,38.24165633,3,0,37200.26015,0,0,-32,75000,154,RENT,43,0,6867.881821
67788644,25.3791391,1,1,59115.266,1,0,-29,65000,123,MORTGAGE,34,0,2146.46272
67788681,1.929377387,2,1,50409.17374,1,0,33,75000,209,MORTGAGE,35,0,82.26741813
67788684,41.87109794,3,1,36181.05436,0,0,10,94000,379,MORTGAGE,40,0,2539.576966
67788688,34.03779919,3,1,58989.18382,1,0,-31,20000,59,RENT,36,0,2612.302751
67788698,48.48744924,1,1,50710.79474,1,0,-54,105000,139,RENT,31,0,1540.597083
67788701,61.46509543,1,2,49628.84931,0,0,27,125000,183,RENT,41,0,949.0207878
67788715,28.2445427,1,0,66495.72631,2,0,20,71000,76,RENT,40,0,1158.426181
67788717,23.87302642,0,1,56252.54862,2,0,-14,105000,214,RENT,39,0,5808.471815
67788721,53.66935288,1,0,57405.99728,1,0,3,80000,179,MORTGAGE,54,0,4367.798309
67788753,16.88247679,3,0,66633.23425,2,0,6,86000,301,MORTGAGE,40,0,668.5546407
67788755,42.19363657,2,1,68176.3376,1,0,-27,102000,303,MORTGAGE,31,0,153.9116584
67788798,32.64952021,0,0,35747.78577,0,0,0,60000,126,RENT,44,0,2732.873066
67788800,56.65498108,1,0,61054.36923,0,0,-3,62000,83,RENT,28,0,1522.848808
67788808,7.146472312,2,1,56501.20268,0,0,-29,60000,217,MORTGAGE,53,0,2044.755002
67788820,6.151737848,1,0,69679.47009,2,0,6,96000,89,RENT,38,0,5759.90291
67788834,20.76698375,1,1,30697.34288,1,0,9,75000,88,RENT,33,0,5725.201599
67788849,27.82064908,1,1,39640.65323,0,0,-33,56000,277,MORTGAGE,37,0,3546.300252
67788859,38.76273011,2,0,47043.4767,0,0,26,153000,224,MORTGAGE,44,0,615.5950069
67788860,13.73216656,3,2,71040.65292,1,0,-17,125000,278,MORTGAGE,18,0,3232.480183
67788888,4.255493968,3,2,45696.44678,0,0,-20,50000,214,RENT,39,0,3756.357955
67788894,20.31766354,2,1,39739.48586,0,0,22,62000,106,OWN,44,0,1.780766574
67788922,46.36886219,0,0,61761.43611,1,0,21,85000,157,MORTGAGE,53,0,1050.385587
67788936,12.02046876,3,2,60145.62317,0,0,-25,65000,172,RENT,26,0,750.856493
67788948,22.82859973,0,0,41843.51165,0,0,13,28000,59,OWN,38,0,228.1268999
67788987,8.954028762,3,1,34326.80486,0,0,-12,45000,209,OWN,44,0,1946.561355
67788991,18.62663954,1,0,57631.77204,0,0,17,85000,293,OWN,34,0,1423.372009
67788995,6.984079086,1,0,40044.73659,0,0,-57,92000,528,MORTGAGE,40,0,5182.519276
67789013,54.5248568,3,1,60413.67962,0,0,-18,53000,323,MORTGAGE,42,0,1285.858321
67789061,20.76662094,2,1,59590.48548,1,0,26,30000,218,MORTGAGE,48,0,160.0243524
67789083,58.46635252,1,1,68449.72715,0,0,-14,114000,182,MORTGAGE,48,0,4402.72833
67789085,34.27464555,1,0,62702.80504,0,0,-32,28000,133,MORTGAGE,29,0,1838.504544
67789091,28.74598807,1,0,44916.54037,0,0,-80,52000,55,RENT,33,0,2207.119349
67789115,42.0334222,1,0,38572.10176,1,0,31,106000,204,MORTGAGE,25,0,2546.210658
67789116,15.73953936,1,0,80228.07227,2,0,-21,65000,371,MORTGAGE,53,0,3518.146032
67789160,19.47627209,2,0,42292.06232,1,0,-46,99732,200,MORTGAGE,32,0,2684.593433
67789173,30.06972384,1,0,22483.12349,2,0,11,60000,128,MORTGAGE,37,0,594.8361916
67789176,41.72779038,0,1,31879.1456,2,0,48,55000,164,MORTGAGE,34,1,6344.104413
67789240,27.90986569,1,0,19589.85165,0,0,2,124000,123,MORTGAGE,50,0,314.2045998
67789264,4.437767226,2,2,68319.34103,2,0,-59,46100,206,MORTGAGE,31,0,1070.16408
67789292,30.86928662,1,0,77322.23966,0,0,-23,122000,424,MORTGAGE,55,0,1520.423458
67789304,21.98813768,1,0,53747.86143,0,0,30,87000,155,RENT,25,0,110.6296304
67789318,27.79642392,1,0,25944.59033,0,0,6,50000,118,RENT,23,0,266.3168359
67789331,24.8028117,0,1,68025.61107,1,0,-40,105000,172,MORTGAGE,33,0,418.750556
67789342,24.39313658,1,2,56986.3914,1,0,76,180000,160,MORTGAGE,60,0,4083.521742
67789348,28.66906867,3,0,68464.9409,0,0,-17,48500,311,RENT,21,0,1839.647697
67789374,45.67759031,1,1,58849.9745,2,0,-7,49500,108,OWN,44,0,212.360103
67789401,11.57562816,2,0,29228.59213,0,0,-10,51000,209,RENT,39,0,2639.757273
67789411,21.33227365,3,0,59921.94078,2,0,26,82000,199,MORTGAGE,40,1,1218.673238
67789412,10.90091937,2,0,26674.99489,2,0,-7,84840,105,MORTGAGE,58,0,346.6428962
67789510,20.70014398,0,0,38423.49928,1,0,-56,28000,293,OWN,34,0,1648.807597
67789532,27.85689011,1,0,65496.5311,1,0,-56,120000,227,MORTGAGE,44,0,971.1607471
67789559,11.69248203,0,0,64758.48218,2,0,-18,93000,238,MORTGAGE,40,0,2090.382753
67789601,31.54914299,0,0,35842.02098,0,0,6,70000,141,RENT,35,0,7855.935386
67789607,31.62212045,0,0,32904.3404,1,0,-15,45800,117,MORTGAGE,34,0,2600.852451
67789611,13.4227257,3,0,50396.1565,0,0,18,300000,268,MORTGAGE,43,0,1436.886328
67789620,22.30419325,2,0,80047.98571,0,0,43,98000,298,MORTGAGE,36,0,1896.988036
67789626,4.385571218,1,0,58412.86278,0,0,-38,69000,421,MORTGAGE,36,0,2973.257853
67789666,19.35168773,2,3,47531.64302,0,0,6,67000,291,RENT,30,0,522.6542933
67789739,17.53686069,1,0,63249.2547,0,0,-15,86000,194,RENT,34,0,290.6971719
67789749,5.910023636,1,0,45260.68544,0,0,-23,90000,153,MORTGAGE,45,0,1715.910658
67789763,10.24807245,0,0,37998.22797,0,0,-16,40000,215,RENT,35,0,2737.642088
67789779,22.21560381,2,1,35726.86885,1,0,21,67000,200,MORTGAGE,45,0,1097.491553
67789787,50.00285009,2,1,55302.86388,0,0,3,115000,170,MORTGAGE,48,0,430.8237651
67789796,40.09126907,2,0,69421.77006,2,0,-16,24000,446,RENT,46,0,2032.691446
67789805,27.14066206,3,0,45100.47585,0,0,57,65000,145,OWN,52,0,2258.737989
67789810,36.17181034,0,1,71320.24761,0,0,-11,90000,136,OWN,50,0,3108.558576
67789812,9.372930398,1,2,63015.24502,0,0,10,98000,200,MORTGAGE,49,0,1765.016891
67789818,54.16592873,1,0,54902.25217,2,0,-3,57000,184,MORTGAGE,37,0,911.2012055
67789832,37.59627634,2,1,39943.55976,0,0,-46,85000,207,MORTGAGE,19,0,494.6662918
67789834,45.74049042,1,0,69542.44843,1,0,-9,45500,365,MORTGAGE,27,0,86.85024886
67789836,10.11305382,2,0,32886.838,0,0,-17,150000,130,MORTGAGE,38,0,1024.399166
67789843,19.82753756,2,2,59109.0438,0,0,-13,150000,181,MORTGAGE,45,0,2940.988603
67789860,44.17852326,2,0,30663.73143,2,0,60,40000,148,RENT,50,0,2795.757543
67789902,25.46060208,0,0,34138.99518,0,0,-19,20240,458,RENT,33,0,5694.527736
67789903,23.12102469,2,1,49079.46904,0,0,3,60000,148,RENT,47,0,36.49003261
67789911,52.68198911,2,0,60559.77571,0,0,25,54000,193,MORTGAGE,40,0,388.6824635
67789938,23.33083075,2,0,65072.17016,0,0,-23,60000,56,RENT,42,0,2164.8605
67789973,31.11569513,3,1,50060.48165,0,0,-30,190000,159,RENT,46,0,1560.836491
67789996,52.4666091,2,0,43736.95755,1,0,8,96000,246,MORTGAGE,49,0,2532.427937
67790006,55.97481963,0,1,38148.68279,0,0,1,44027,143,RENT,33,0,984.3638609
67790025,13.00053351,3,1,60500.2781,0,0,15,20316,233,RENT,37,0,870.0353377
67790063,22.66906582,1,2,59921.50258,0,0,-50,85000,152,RENT,58,0,2399.830454
67790067,39.42268652,0,0,52662.69199,0,0,49,81000,165,MORTGAGE,22,0,1050.714671
67790088,59.65756479,1,0,54524.95799,0,0,2,80000,219,MORTGAGE,54,0,599.844013
67790100,13.26139167,3,1,74024.51004,0,0,31,189000,160,MORTGAGE,35,0,717.9510773
67790122,40.25938354,2,2,65249.69819,0,0,73,70000,189,RENT,43,0,495.6874146
67790135,23.85560876,1,1,28770.83291,1,0,-4,120000,158,RENT,50,0,22.52448159
67790137,52.07941327,1,0,63313.54749,0,0,-26,26000,62,RENT,59,0,2355.053949
67798127,14.49592859,1,1,70719.11577,0,0,-11,90000,204,MORTGAGE,39,0,2654.497667
67798234,53.00851166,1,0,37705.94499,0,0,5,52000,180,MORTGAGE,28,0,395.2343756
67798329,39.11389772,0,0,64224.65271,0,0,39,306000,321,OWN,27,0,4906.347015
67798349,21.29687462,2,0,95086.16639,0,0,0,54000,142,MORTGAGE,41,0,804.7221039
67798357,6.885748191,0,1,57235.71016,1,0,38,55000,312,RENT,25,0,4497.788896
67798427,34.95093655,2,0,46464.46445,1,0,35,78000,105,MORTGAGE,34,0,635.6937408
67798461,25.38970213,0,0,48488.22149,1,0,4,70000,180,RENT,34,0,86.06129598
67798555,4.996650155,0,1,51967.65204,0,0,-47,65000,124,RENT,45,0,1460.195724
67798609,53.9047104,3,0,26342.31008,0,0,27,40000,94,RENT,42,0,1511.255075
67798634,21.80087472,1,0,25648.51933,2,0,21,55000,234,MORTGAGE,38,0,4623.885209
67798647,51.18208699,1,1,54056.90771,1,0,-31,40000,134,MORTGAGE,38,0,3501.121552
67798664,36.38355006,1,0,49268.6339,2,0,-2,45000,174,MORTGAGE,57,0,3835.186422
67798674,54.45112072,2,0,59945.54007,0,0,15,38500,75,RENT,41,0,1338.160606
67798685,2.142456086,0,0,45762.75274,1,0,-36,45000,86,RENT,55,0,4778.082522
67798710,30.39361586,0,1,51238.55825,0,0,-36,49000,353,RENT,43,0,2572.710479
67798733,14.106139,0,0,15860.73436,0,0,93,99905,201,MORTGAGE,45,0,231.4648503
67798744,29.87765014,2,0,36254.44635,0,0,-34,95000,174,RENT,18,0,573.4375266
67798748,9.442851919,1,1,42147.14387,2,0,-21,95000,188,RENT,34,0,216.7667229
67798784,63.59035596,3,0,47620.58749,0,0,48,135537,529,MORTGAGE,42,0,1752.055199
67798789,21.82160609,3,0,28741.47034,1,0,-29,90000,278,RENT,34,0,505.305861
67798792,31.54824162,0,0,36371.30047,0,0,-31,61000,280,RENT,44,0,5704.890885
67798797,26.07079261,3,0,60488.78603,0,0,28,20000,137,OWN,24,0,4476.664354
67798817,42.24273898,2,0,56974.33572,0,0,-56,75000,230,MORTGAGE,34,0,3170.609574
67798828,17.08292652,1,0,8110.872585,0,0,-15,69000,194,MORTGAGE,25,0,4199.316985
67798845,25.658632,0,2,46621.74443,1,0,20,90000,295,MORTGAGE,40,0,3697.538155
67798862,26.51574434,2,2,47866.14329,0,0,45,96000,137,RENT,48,0,385.6110519
67798886,6.06906527,1,1,36303.50145,0,0,15,150000,330,MORTGAGE,55,0,191.2745826
67798896,3.98141954,1,1,47869.67573,2,0,14,64000,141,MORTGAGE,54,0,2396.679187
67798898,33.54249355,1,1,55889.41127,0,0,5,25000,99,RENT,48,1,837.7609411
67798909,4.610898882,2,0,60725.52402,0,0,39,22000,103,RENT,43,0,1967.58439
67798927,22.87694725,1,0,51518.47258,2,0,39,80000,353,RENT,26,0,2010.950609
67798930,12.77417963,3,0,59702.77507,0,0,13,87000,197,MORTGAGE,60,0,3901.505825
67798962,28.80155464,3,2,50163.70276,2,0,5,140000,247,MORTGAGE,47,0,352.7479505
67798972,41.4828684,3,1,15728.47593,0,0,-29,23892,103,OWN,42,0,4327.198482
67799019,41.25193205,2,0,47992.75961,2,0,-24,104266,318,MORTGAGE,42,0,784.8083976
67799022,32.38213575,0,1,31565.72008,2,0,-58,58000,118,RENT,53,0,4428.967144
67799024,31.35370593,2,2,51701.61265,2,0,-6,60000,180,MORTGAGE,28,0,455.3388154
67799034,44.0030764,2,1,46700.01239,0,0,-34,71000,191,RENT,36,0,348.942633
67799042,32.12658187,2,1,46558.59086,1,0,-24,64282,151,RENT,18,0,1913.032851
67799043,18.06338066,3,1,37432.81517,2,0,36,70490,159,RENT,28,0,4684.037772
67799045,4.570184569,1,0,44017.05552,0,0,26,52000,318,RENT,59,0,1334.282558
67799063,48.56923469,3,0,54604.92817,0,0,-19,65000,115,MORTGAGE,42,0,172.1341895
67799076,65.18362739,3,1,36298.74703,0,0,-12,62000,181,MORTGAGE,32,0,4084.84523
67799090,19.31495515,1,1,40681.57762,0,0,67,60000,324,RENT,40,0,1376.491055
67799101,20.60511374,3,1,23710.95704,0,0,-25,60000,135,MORTGAGE,50,0,1407.757506
67799108,4.119536324,1,2,54187.01308,1,0,21,72000,249,MORTGAGE,42,0,486.7258733
