current_delinquency_status,ever_30_plus_dpd_in_last_12m,casa_balance_to_emi_ratio_6m,customer_age,salary_to_emi,num_loans_all_product_category,length_of_relationship,max_delinquency_in_last_6m,outstanding_amt_to_gross_amt,family_size,years_of_service,event,casa_balance_to_emi_ratio_6m_g,customer_age_g,salary_to_emi_g,num_loans_all_product_category_g,length_of_relationship_g,outstanding_amt_to_gross_amt_g,family_size_g,years_of_service_g
Not Delinquent,No,0.29774194,32,1.956354877,4,10.40067312,0,0.376794622,8,9,0,0.15-0.31,32-33,0-2.59,4-5,4,0.35429-0.37779,>1,6-11
Not Delinquent,No,1.134476222,48,5.736621447,13,98.31275058,0,0.691314887,1,9,0,1.11-1.73,43+,4.94+,6+,13,0.37779-0.78095,1,6-11
Not Delinquent,No,18.3754529,34,0.104724411,2,158.8582153,0,0.596967627,0,5,0,14.26+,34-36,0-2.59,2,2,0.37779-0.78095,0,1-5
Not Delinquent,No,2.111022823,19,2.048316155,2,154.0728764,0,0.36398079,9,21,0,1.73-2.9,18-24,0-2.59,2,2,0.35429-0.37779,>1,18-22
Not Delinquent,No,2.868153086,51,3.771534734,4,72.70415002,0,0.401662522,10,1,0,1.73-2.9,43+,2.59-4.94,4-5,4,0.37779-0.78095,>1,1-5
Not Delinquent,No,12.76830081,42,3.109726792,3,70.44680546,0,0.355232864,2,10,0,5.57-14.26,39-42,2.59-4.94,3,3,0.35429-0.37779,>1,6-11
Delinquent,No,2.702072037,32,6.506435547,14,77.47266068,0,0.694156836,2,9,0,1.73-2.9,32-33,4.94+,6+,14,0.37779-0.78095,>1,6-11
Not Delinquent,No,2.815089989,46,3.17924384,5,34.31476271,>0,0.359436091,1,4,0,1.73-2.9,43+,2.59-4.94,4-5,5,0.35429-0.37779,1,1-5
Not Delinquent,No,0.112825075,32,5.845040463,5,26.24402264,0,0.498354543,1,14,0,0-0.15,32-33,4.94+,4-5,5,0.37779-0.78095,1,12-17
Not Delinquent,No,10.72407315,32,6.750698878,1,74.35354507,0,0.737779033,2,20,0,5.57-14.26,32-33,4.94+,1,1,0.37779-0.78095,>1,18-22
Not Delinquent,No,0.241449036,33,4.642176802,5,157.7313826,0,0.373167237,1,9,0,0.15-0.31,32-33,2.59-4.94,4-5,5,0.35429-0.37779,1,6-11
Not Delinquent,No,0.698505111,42,1.132575618,2,65.13477022,0,0.357536072,2,10,0,0.49-0.74,39-42,0-2.59,2,2,0.35429-0.37779,>1,6-11
Not Delinquent,No,4.527132387,26,0.476103943,2,152.1697855,0,0.052970421,3,16,0,2.9-5.57,25-27,0-2.59,2,2,<0.35429,>1,12-17
Not Delinquent,No,0.948160846,31,11.1602553,1,106.0660969,0,0.580201849,2,18,0,0.74-1.11,30-31,4.94+,1,1,0.37779-0.78095,>1,18-22
Not Delinquent,No,4.241361217,34,10.00558947,2,96.74005031,0,9.183666654,10,2,0,2.9-5.57,34-36,4.94+,2,2,>0.78095,>1,1-5
Not Delinquent,No,16.33930674,31,3.361764171,4,156.080129,0,0.117708815,1,10,0,14.26+,30-31,2.59-4.94,4-5,4,<0.35429,1,6-11
Not Delinquent,No,1.039893343,26,2.288356689,4,154.454946,0,0.153973749,1,18,0,0.74-1.11,25-27,0-2.59,4-5,4,<0.35429,1,18-22
Not Delinquent,No,0.346090243,40,0.18098942,4,53.97550016,0,0.754431188,9,20,0,0.31-0.49,39-42,0-2.59,4-5,4,0.37779-0.78095,>1,18-22
Not Delinquent,No,8.759717456,33,4.729577206,3,51.3897282,0,0.107259275,10,1,0,5.57-14.26,32-33,2.59-4.94,3,3,<0.35429,>1,1-5
Not Delinquent,No,0.774124792,38,11.39635871,4,71.97556533,>0,6.091437749,1,12,0,0.74-1.11,37-38,4.94+,4-5,4,>0.78095,1,12-17
Not Delinquent,No,9.511651467,26,1.831168491,3,134.4709595,0,0.366890981,4,2,0,5.57-14.26,25-27,0-2.59,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,2.306362062,25,1.89249696,3,1.80631025,0,0.415232218,1,30,0,1.73-2.9,25-27,0-2.59,3,3,0.37779-0.78095,1,23+
Not Delinquent,No,0.041921228,30,5.469388548,4,137.0129899,0,0.669995488,4,2,0,0-0.15,30-31,4.94+,4-5,4,0.37779-0.78095,>1,1-5
Not Delinquent,No,0.287379322,32,2.329451446,2,82.82952573,0,0.37613501,6,13,0,0.15-0.31,32-33,0-2.59,2,2,0.35429-0.37779,>1,12-17
Not Delinquent,No,4.512691138,31,3.168839697,4,93.75719845,0,0.025264213,2,7,0,2.9-5.57,30-31,2.59-4.94,4-5,4,<0.35429,>1,6-11
Not Delinquent,No,16.86324204,26,4.227704966,2,143.7733,0,5.596420689,4,30,0,14.26+,25-27,2.59-4.94,2,2,>0.78095,>1,23+
Not Delinquent,No,0.575633977,41,1.390390611,4,22.67668829,0,0.489145256,1,14,0,0.49-0.74,39-42,0-2.59,4-5,4,0.37779-0.78095,1,12-17
Not Delinquent,No,0.432025342,38,3.555981136,1,126.8813383,0,0.713803429,8,13,0,0.31-0.49,37-38,2.59-4.94,1,1,0.37779-0.78095,>1,12-17
Not Delinquent,Yes,0.162427438,28,9.790169884,5,111.377253,0,8.182818122,2,4,0,0.15-0.31,28-29,4.94+,4-5,5,>0.78095,>1,1-5
Not Delinquent,No,1.471936093,33,0.558180088,1,23.77386376,0,6.511894862,8,4,0,1.11-1.73,32-33,0-2.59,1,1,>0.78095,>1,1-5
Not Delinquent,No,1.244384385,30,4.207831885,4,140.1790692,0,0.23245786,4,1,0,1.11-1.73,30-31,2.59-4.94,4-5,4,<0.35429,>1,1-5
Not Delinquent,No,0.423163399,35,2.264764392,5,67.06491645,>0,0.554303016,9,9,0,0.31-0.49,34-36,0-2.59,4-5,5,0.37779-0.78095,>1,6-11
Not Delinquent,No,2.556569507,37,4.973019834,5,159.0935199,0,4.018868145,2,14,0,1.73-2.9,37-38,4.94+,4-5,5,>0.78095,>1,12-17
Not Delinquent,No,4.922897394,27,14.11132735,3,52.22537005,0,0.368107406,2,9,0,2.9-5.57,25-27,4.94+,3,3,0.35429-0.37779,>1,6-11
Not Delinquent,No,4.594887224,53,2.003538705,15,15.53538503,0,0.102431043,1,11,0,2.9-5.57,43+,0-2.59,6+,15,<0.35429,1,6-11
Not Delinquent,No,12.63624526,34,0.486096713,3,130.0448631,0,0.367412024,3,3,0,5.57-14.26,34-36,0-2.59,3,3,0.35429-0.37779,>1,1-5
Not Delinquent,No,2.700210833,52,3.085850766,4,85.51728727,0,0.300249416,1,29,0,1.73-2.9,43+,2.59-4.94,4-5,4,<0.35429,1,23+
Not Delinquent,No,23.14563804,32,0.848603523,5,73.59209053,0,0.360756724,1,3,0,14.26+,32-33,0-2.59,4-5,5,0.35429-0.37779,1,1-5
Not Delinquent,No,5.454814504,34,12.17551766,2,133.9608408,0,0.101696914,1,16,0,2.9-5.57,34-36,4.94+,2,2,<0.35429,1,12-17
Not Delinquent,No,3.720738686,36,12.00122775,5,101.3432089,0,8.084246072,2,11,0,2.9-5.57,34-36,4.94+,4-5,5,>0.78095,>1,6-11
Not Delinquent,No,4.027445375,34,9.776576895,2,153.2005915,0,8.380833652,0,11,0,2.9-5.57,34-36,4.94+,2,2,>0.78095,0,6-11
Delinquent,No,5.350759925,18,10.98164126,5,158.7406862,0,0.373688485,1,16,0,2.9-5.57,18-24,4.94+,4-5,5,0.35429-0.37779,1,12-17
Not Delinquent,No,0.725016397,34,3.027785217,1,153.4917271,0,5.561823471,10,2,0,0.49-0.74,34-36,2.59-4.94,1,1,>0.78095,>1,1-5
Not Delinquent,No,1.638957966,33,12.30869514,4,152.4085422,0,0.371372836,2,3,0,1.11-1.73,32-33,4.94+,4-5,4,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.030867608,39,4.887333264,3,155.4205641,0,0.659960776,1,11,0,0-0.15,39-42,2.59-4.94,3,3,0.37779-0.78095,1,6-11
Not Delinquent,No,0.316668605,35,3.269869484,3,125.8419299,0,0.261928186,7,9,0,0.31-0.49,34-36,2.59-4.94,3,3,<0.35429,>1,6-11
Not Delinquent,No,4.493526485,26,3.679214804,2,92.22469821,0,10.33637696,7,20,0,2.9-5.57,25-27,2.59-4.94,2,2,>0.78095,>1,18-22
Not Delinquent,No,9.478701817,31,0.990127397,5,136.7284293,0,10.50130748,9,11,0,5.57-14.26,30-31,0-2.59,4-5,5,>0.78095,>1,6-11
Not Delinquent,No,5.327565272,41,3.405658613,3,103.1887196,0,0.449879557,0,1,0,2.9-5.57,39-42,2.59-4.94,3,3,0.37779-0.78095,0,1-5
Not Delinquent,No,4.277771782,25,13.04817966,2,84.01179504,0,8.565568841,3,22,0,2.9-5.57,25-27,4.94+,2,2,>0.78095,>1,18-22
Not Delinquent,No,0.935933792,49,0.222957892,1,157.1445786,0,0.479332925,11,26,0,0.74-1.11,43+,0-2.59,1,1,0.37779-0.78095,>1,23+
Not Delinquent,No,1.602032455,35,12.42156483,3,152.8233456,0,4.00671115,7,6,0,1.11-1.73,34-36,4.94+,3,3,>0.78095,>1,6-11
Not Delinquent,No,0.32797302,23,4.321179729,8,68.51010952,0,0.368239598,8,32,0,0.31-0.49,18-24,2.59-4.94,6+,8,0.35429-0.37779,>1,23+
Not Delinquent,No,4.551908966,41,13.75336175,1,138.2506267,0,7.086285406,6,20,0,2.9-5.57,39-42,4.94+,1,1,>0.78095,>1,18-22
Not Delinquent,No,0.368985578,32,8.986577524,1,58.29064919,0,0.778542331,2,5,0,0.31-0.49,32-33,4.94+,1,1,0.37779-0.78095,>1,1-5
Not Delinquent,No,0.119043764,40,4.01469139,4,121.1602032,0,8.418945079,10,20,0,0-0.15,39-42,2.59-4.94,4-5,4,>0.78095,>1,18-22
Not Delinquent,No,1.943402081,31,8.880360499,4,159.0205543,0,0.316702344,11,13,0,1.73-2.9,30-31,4.94+,4-5,4,<0.35429,>1,12-17
Not Delinquent,No,2.129909474,26,7.980638924,3,146.9375113,>0,0.358782061,2,20,0,1.73-2.9,25-27,4.94+,3,3,0.35429-0.37779,>1,18-22
Not Delinquent,No,0.88318169,32,0.042666247,1,6.548674487,0,0.377574395,4,32,0,0.74-1.11,32-33,0-2.59,1,1,0.35429-0.37779,>1,23+
Not Delinquent,No,1.035094273,42,2.524553916,2,43.76203899,0,0.365822712,0,13,0,0.74-1.11,39-42,0-2.59,2,2,0.35429-0.37779,0,12-17
Not Delinquent,No,5.135475922,40,13.61193282,4,159.8330808,0,0.05962697,2,17,0,2.9-5.57,39-42,4.94+,4-5,4,<0.35429,>1,12-17
Not Delinquent,No,13.89030913,20,1.325603798,4,49.26465075,0,0.355916869,6,10,0,5.57-14.26,18-24,0-2.59,4-5,4,0.35429-0.37779,>1,6-11
Not Delinquent,No,6.694908914,52,4.183218829,2,61.53774953,>0,0.151355726,0,3,0,5.57-14.26,43+,2.59-4.94,2,2,<0.35429,0,1-5
Not Delinquent,No,0.583956392,28,2.723425271,13,32.28251238,0,0.139527565,10,10,0,0.49-0.74,28-29,2.59-4.94,6+,13,<0.35429,>1,6-11
Not Delinquent,No,0.057017435,38,1.75681423,2,61.57224855,0,2.129040976,3,2,0,0-0.15,37-38,0-2.59,2,2,>0.78095,>1,1-5
Not Delinquent,No,9.580631736,26,4.120912476,2,78.1732645,0,0.266864499,2,2,0,5.57-14.26,25-27,2.59-4.94,2,2,<0.35429,>1,1-5
Delinquent,No,1.356363195,40,6.174777369,3,88.03873938,0,0.373188007,8,29,0,1.11-1.73,39-42,4.94+,3,3,0.35429-0.37779,>1,23+
Not Delinquent,No,0.109597699,21,12.09272958,12,86.57912125,0,4.964411258,10,2,0,0-0.15,18-24,4.94+,6+,12,>0.78095,>1,1-5
Not Delinquent,No,5.157619774,32,9.680552239,3,117.4761435,0,0.363008265,4,9,0,2.9-5.57,32-33,4.94+,3,3,0.35429-0.37779,>1,6-11
Not Delinquent,No,4.326292988,29,14.87395672,3,18.60967178,0,0.36395372,6,16,0,2.9-5.57,28-29,4.94+,3,3,0.35429-0.37779,>1,12-17
Not Delinquent,No,1.762505363,36,0.154228211,10,158.5875935,0,0.356534532,2,9,0,1.73-2.9,34-36,0-2.59,6+,10,0.35429-0.37779,>1,6-11
Not Delinquent,No,4.165953744,53,0.436600304,4,89.0965559,0,0.297593209,1,18,0,2.9-5.57,43+,0-2.59,4-5,4,<0.35429,1,18-22
Not Delinquent,No,1.562191587,34,4.023145579,2,19.42717957,0,0.364715054,2,31,0,1.11-1.73,34-36,2.59-4.94,2,2,0.35429-0.37779,>1,23+
Not Delinquent,No,0.059653541,37,7.008649605,3,45.99431179,>0,0.356215578,1,16,0,0-0.15,37-38,4.94+,3,3,0.35429-0.37779,1,12-17
Not Delinquent,No,0.210881412,41,2.54981704,3,153.7756561,0,0.376998341,2,7,0,0.15-0.31,39-42,0-2.59,3,3,0.35429-0.37779,>1,6-11
Not Delinquent,No,5.105843348,36,1.472754283,2,36.17322904,0,0.358861307,6,15,0,2.9-5.57,34-36,0-2.59,2,2,0.35429-0.37779,>1,12-17
Not Delinquent,No,0.011927284,20,2.769685159,3,88.31546895,0,0.365027737,4,8,0,0-0.15,18-24,2.59-4.94,3,3,0.35429-0.37779,>1,6-11
Not Delinquent,No,0.003300675,20,3.076908315,4,18.13294919,>0,6.0946974,5,22,0,0-0.15,18-24,2.59-4.94,4-5,4,>0.78095,>1,18-22
Not Delinquent,No,5.039053637,24,3.37949629,3,158.3400146,0,0.233507395,10,4,0,2.9-5.57,18-24,2.59-4.94,3,3,<0.35429,>1,1-5
Not Delinquent,No,2.584570042,33,4.913965472,10,78.36095485,0,2.526546756,2,14,0,1.73-2.9,32-33,2.59-4.94,6+,10,>0.78095,>1,12-17
Not Delinquent,No,0.06737882,32,3.816798143,3,33.89483092,>0,0.425429927,3,6,0,0-0.15,32-33,2.59-4.94,3,3,0.37779-0.78095,>1,6-11
Not Delinquent,No,2.142329859,34,5.336822438,3,124.429407,0,0.655588061,1,24,0,1.73-2.9,34-36,4.94+,3,3,0.37779-0.78095,1,23+
Not Delinquent,Yes,0.153828301,37,14.89216702,3,156.3948715,0,0.237763691,2,16,0,0.15-0.31,37-38,4.94+,3,3,<0.35429,>1,12-17
Not Delinquent,No,0.815821819,26,4.58288863,4,25.31601348,>0,0.360248956,4,16,0,0.74-1.11,25-27,2.59-4.94,4-5,4,0.35429-0.37779,>1,12-17
Not Delinquent,No,1.310770027,39,0.560106509,4,131.7738226,0,0.611376774,2,19,0,1.11-1.73,39-42,0-2.59,4-5,4,0.37779-0.78095,>1,18-22
Not Delinquent,No,21.94938462,36,12.73012431,2,74.41554438,0,0.509672811,1,29,0,14.26+,34-36,4.94+,2,2,0.37779-0.78095,1,23+
Not Delinquent,No,0.204811849,29,0.365898008,2,118.7710244,0,0.612011195,10,9,0,0.15-0.31,28-29,0-2.59,2,2,0.37779-0.78095,>1,6-11
Not Delinquent,No,13.43457548,28,5.969311664,4,36.26114501,0,9.524446496,2,3,0,5.57-14.26,28-29,4.94+,4-5,4,>0.78095,>1,1-5
Not Delinquent,No,0.047839015,32,4.38122676,2,154.6484676,0,0.367454293,0,12,0,0-0.15,32-33,2.59-4.94,2,2,0.35429-0.37779,0,12-17
Not Delinquent,No,0.000985405,33,1.59561423,12,156.4809023,0,2.654649812,4,11,0,0-0.15,32-33,0-2.59,6+,12,>0.78095,>1,6-11
Not Delinquent,No,1.218777726,33,4.44543822,5,59.04893979,0,0.534066439,1,19,0,1.11-1.73,32-33,2.59-4.94,4-5,5,0.37779-0.78095,1,18-22
Not Delinquent,Yes,1.076402896,28,2.239019602,4,26.67477944,0,6.93615102,3,11,0,0.74-1.11,28-29,0-2.59,4-5,4,>0.78095,>1,6-11
Not Delinquent,No,5.27254302,46,0.698379134,2,105.7599233,0,0.289498411,6,24,0,2.9-5.57,43+,0-2.59,2,2,<0.35429,>1,23+
Not Delinquent,No,6.972757541,26,13.75182526,3,151.6568847,0,0.044030698,10,14,0,5.57-14.26,25-27,4.94+,3,3,<0.35429,>1,12-17
Not Delinquent,No,4.759618163,28,0.754011741,5,48.1963999,0,7.983561823,10,7,0,2.9-5.57,28-29,0-2.59,4-5,5,>0.78095,>1,6-11
Not Delinquent,No,5.126027501,33,4.31567862,4,158.3997458,0,0.21952298,1,10,0,2.9-5.57,32-33,2.59-4.94,4-5,4,<0.35429,1,6-11
Not Delinquent,No,0.214813229,24,11.49756383,5,151.0718898,0,0.687736338,9,11,0,0.15-0.31,18-24,4.94+,4-5,5,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.361974418,36,13.34672578,14,66.73440512,0,0.113956878,1,16,0,0.31-0.49,34-36,4.94+,6+,14,<0.35429,1,12-17
Not Delinquent,No,15.91021017,21,14.19324278,2,145.4863684,0,0.743801389,5,9,0,14.26+,18-24,4.94+,2,2,0.37779-0.78095,>1,6-11
Not Delinquent,No,9.062025547,42,1.538591402,2,155.3876505,0,8.834239204,5,19,0,5.57-14.26,39-42,0-2.59,2,2,>0.78095,>1,18-22
Not Delinquent,No,17.52488931,40,1.632102897,1,22.52815558,0,0.37740351,2,4,0,14.26+,39-42,0-2.59,1,1,0.35429-0.37779,>1,1-5
Not Delinquent,No,5.576221067,26,3.195229963,2,11.42838426,0,0.473640529,9,4,0,5.57-14.26,25-27,2.59-4.94,2,2,0.37779-0.78095,>1,1-5
Not Delinquent,No,0.558740701,29,2.106755367,4,6.582724255,0,0.649213719,1,8,0,0.49-0.74,28-29,0-2.59,4-5,4,0.37779-0.78095,1,6-11
Not Delinquent,No,0.005726231,26,13.99692038,4,157.9742677,0,0.376807557,6,9,0,0-0.15,25-27,4.94+,4-5,4,0.35429-0.37779,>1,6-11
Not Delinquent,No,5.435658571,38,1.225601136,10,118.6357934,0,0.258858918,3,4,0,2.9-5.57,37-38,0-2.59,6+,10,<0.35429,>1,1-5
Not Delinquent,No,0.790997074,42,4.582062475,2,74.66775001,0,10.22971913,2,1,0,0.74-1.11,39-42,2.59-4.94,2,2,>0.78095,>1,1-5
Not Delinquent,No,2.391509004,27,0.880770796,2,98.93517442,>0,0.354804361,4,2,0,1.73-2.9,25-27,0-2.59,2,2,0.35429-0.37779,>1,1-5
Not Delinquent,No,10.15366944,44,0.296064725,4,97.81055543,>0,0.120688659,2,13,0,5.57-14.26,43+,0-2.59,4-5,4,<0.35429,>1,12-17
Not Delinquent,No,1.3313163,34,3.269790844,14,74.30274971,0,0.342868212,2,14,0,1.11-1.73,34-36,2.59-4.94,6+,14,<0.35429,>1,12-17
Not Delinquent,No,20.59182786,23,7.774252611,2,18.5113633,0,0.36343608,7,5,0,14.26+,18-24,4.94+,2,2,0.35429-0.37779,>1,1-5
Not Delinquent,No,18.33167303,30,1.504201946,2,88.72644402,0,0.126761413,0,18,0,14.26+,30-31,0-2.59,2,2,<0.35429,0,18-22
Not Delinquent,No,9.480556225,38,2.594690512,4,6.915350044,0,0.383368407,1,7,0,5.57-14.26,37-38,2.59-4.94,4-5,4,0.37779-0.78095,1,6-11
Not Delinquent,No,0.11038693,35,2.830747387,3,56.28826282,0,0.221964861,1,1,0,0-0.15,34-36,2.59-4.94,3,3,<0.35429,1,1-5
Not Delinquent,No,0.35185719,27,4.839055843,4,77.32196406,0,0.368802227,5,11,0,0.31-0.49,25-27,2.59-4.94,4-5,4,0.35429-0.37779,>1,6-11
Not Delinquent,No,0.072999104,20,2.957955424,2,116.3069704,0,0.387293236,2,16,0,0-0.15,18-24,2.59-4.94,2,2,0.37779-0.78095,>1,12-17
Not Delinquent,No,24.24156963,27,0.040634368,2,136.7537853,0,0.366006081,2,2,0,14.26+,25-27,0-2.59,2,2,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.310793648,29,1.939362723,2,157.314955,0,0.715874112,3,4,0,0.31-0.49,28-29,0-2.59,2,2,0.37779-0.78095,>1,1-5
Not Delinquent,No,0.689952306,35,2.160525656,5,63.30665638,0,4.038695296,8,20,0,0.49-0.74,34-36,0-2.59,4-5,5,>0.78095,>1,18-22
Not Delinquent,Yes,2.296128349,18,7.437279548,4,153.6191969,0,0.362243186,7,24,0,1.73-2.9,18-24,4.94+,4-5,4,0.35429-0.37779,>1,23+
Not Delinquent,No,1.944946493,40,3.674048151,3,158.8314306,0,0.37212093,1,11,0,1.73-2.9,39-42,2.59-4.94,3,3,0.35429-0.37779,1,6-11
Not Delinquent,No,0.091780445,21,2.826606523,3,36.85669761,0,0.601854988,5,14,0,0-0.15,18-24,2.59-4.94,3,3,0.37779-0.78095,>1,12-17
Not Delinquent,No,0.780409832,51,2.525053588,2,89.52641053,>0,0.734789218,0,21,0,0.74-1.11,43+,0-2.59,2,2,0.37779-0.78095,0,18-22
Not Delinquent,No,7.770356124,36,8.122823626,4,62.61006553,0,0.696057073,7,9,0,5.57-14.26,34-36,4.94+,4-5,4,0.37779-0.78095,>1,6-11
Not Delinquent,No,0.475196833,40,4.191609709,2,157.283128,0,0.357074416,8,7,0,0.31-0.49,39-42,2.59-4.94,2,2,0.35429-0.37779,>1,6-11
Not Delinquent,No,0.63803481,33,3.108585001,5,117.8639053,>0,0.280599522,1,9,0,0.49-0.74,32-33,2.59-4.94,4-5,5,<0.35429,1,6-11
Not Delinquent,No,5.349701078,21,4.856739424,3,158.1914248,0,0.364237531,1,18,0,2.9-5.57,18-24,2.59-4.94,3,3,0.35429-0.37779,1,18-22
Not Delinquent,No,6.349281636,35,3.964799405,4,83.51684535,0,0.357291338,6,8,0,5.57-14.26,34-36,2.59-4.94,4-5,4,0.35429-0.37779,>1,6-11
Not Delinquent,No,4.881630977,32,3.1399978,2,67.09510308,0,0.239118794,8,2,0,2.9-5.57,32-33,2.59-4.94,2,2,<0.35429,>1,1-5
Not Delinquent,No,0.792932791,34,4.499162792,4,158.0978316,0,2.369285925,0,14,0,0.74-1.11,34-36,2.59-4.94,4-5,4,>0.78095,0,12-17
Not Delinquent,No,2.432552058,37,0.519138185,2,158.249993,0,0.359565384,3,14,0,1.73-2.9,37-38,0-2.59,2,2,0.35429-0.37779,>1,12-17
Not Delinquent,No,4.536240146,37,4.580697887,4,67.06034067,0,0.038091406,1,7,0,2.9-5.57,37-38,2.59-4.94,4-5,4,<0.35429,1,6-11
Not Delinquent,No,0.681861285,41,3.936762013,3,21.2298671,0,4.72028301,2,3,0,0.49-0.74,39-42,2.59-4.94,3,3,>0.78095,>1,1-5
Delinquent,No,9.436940204,36,13.41071862,4,7.526712935,0,0.013455356,1,27,0,5.57-14.26,34-36,4.94+,4-5,4,<0.35429,1,23+
Not Delinquent,No,0.322742531,33,9.989001012,2,153.8386606,0,0.628228719,0,11,0,0.31-0.49,32-33,4.94+,2,2,0.37779-0.78095,0,6-11
Not Delinquent,No,0.425392064,21,3.810894388,15,149.518369,0,0.62146713,1,11,0,0.31-0.49,18-24,2.59-4.94,6+,15,0.37779-0.78095,1,6-11
Not Delinquent,No,0.411247599,32,3.840299516,1,155.13467,0,0.317267229,7,19,0,0.31-0.49,32-33,2.59-4.94,1,1,<0.35429,>1,18-22
Not Delinquent,No,23.4972832,41,3.719173586,4,152.4467208,0,0.36914832,4,24,0,14.26+,39-42,2.59-4.94,4-5,4,0.35429-0.37779,>1,23+
Not Delinquent,No,0.121482034,26,9.66768304,1,153.3601834,0,0.067921606,0,4,0,0-0.15,25-27,4.94+,1,1,<0.35429,0,1-5
Not Delinquent,No,0.205981158,35,1.626132739,2,87.81658223,0,0.275521788,5,14,0,0.15-0.31,34-36,0-2.59,2,2,<0.35429,>1,12-17
Not Delinquent,No,0.329629606,35,2.727586696,3,159.203958,0,0.227861693,2,19,0,0.31-0.49,34-36,2.59-4.94,3,3,<0.35429,>1,18-22
Not Delinquent,No,1.084474278,29,0.624988378,4,131.9280095,0,0.603490867,8,4,0,0.74-1.11,28-29,0-2.59,4-5,4,0.37779-0.78095,>1,1-5
Not Delinquent,No,3.264933774,30,2.092907554,4,93.99658524,0,0.361825017,2,3,0,2.9-5.57,30-31,0-2.59,4-5,4,0.35429-0.37779,>1,1-5
Not Delinquent,Yes,0.411027989,28,2.627203336,2,49.28517314,0,0.265198182,2,15,0,0.31-0.49,28-29,2.59-4.94,2,2,<0.35429,>1,12-17
Not Delinquent,No,0.511436366,35,0.782130132,5,78.62518287,0,0.368606505,10,3,0,0.49-0.74,34-36,0-2.59,4-5,5,0.35429-0.37779,>1,1-5
Not Delinquent,No,22.31374464,33,3.462876859,4,138.1961588,>0,3.818237014,7,13,0,14.26+,32-33,2.59-4.94,4-5,4,>0.78095,>1,12-17
Not Delinquent,No,0.725275621,41,0.799778042,1,25.58156714,0,0.371021326,6,1,0,0.49-0.74,39-42,0-2.59,1,1,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.291146803,28,4.934107344,1,137.9516911,0,3.719056363,2,14,0,0.15-0.31,28-29,2.59-4.94,1,1,>0.78095,>1,12-17
Not Delinquent,No,0.858475388,41,2.062743979,3,39.32462271,0,0.369440506,10,28,0,0.74-1.11,39-42,0-2.59,3,3,0.35429-0.37779,>1,23+
Not Delinquent,No,0.201710303,23,2.385905082,5,41.52641758,0,0.358186686,8,4,0,0.15-0.31,18-24,0-2.59,4-5,5,0.35429-0.37779,>1,1-5
Not Delinquent,No,0.344881743,29,12.96987638,2,153.5202559,0,4.117012635,2,1,0,0.31-0.49,28-29,4.94+,2,2,>0.78095,>1,1-5
Not Delinquent,No,1.245099069,34,8.744159557,4,86.09230822,>0,0.357666467,5,20,0,1.11-1.73,34-36,4.94+,4-5,4,0.35429-0.37779,>1,18-22
Not Delinquent,No,5.437606707,30,4.215441292,5,1.335091135,0,0.184302804,8,12,0,2.9-5.57,30-31,2.59-4.94,4-5,5,<0.35429,>1,12-17
Not Delinquent,No,1.282407983,37,1.885602816,5,77.32534874,0,0.507273729,6,20,0,1.11-1.73,37-38,0-2.59,4-5,5,0.37779-0.78095,>1,18-22
Not Delinquent,No,1.534575793,30,2.096569256,3,155.14686,0,0.764140763,3,5,0,1.11-1.73,30-31,0-2.59,3,3,0.37779-0.78095,>1,1-5
Not Delinquent,No,1.860009023,21,4.980508037,5,158.1392492,0,0.192742415,2,16,0,1.73-2.9,18-24,4.94+,4-5,5,<0.35429,>1,12-17
Not Delinquent,No,7.169438899,49,8.896747956,2,6.981555973,0,0.355610022,6,7,0,5.57-14.26,43+,4.94+,2,2,0.35429-0.37779,>1,6-11
Not Delinquent,No,2.54303064,42,7.46518001,3,64.30466227,0,5.819470663,3,9,0,1.73-2.9,39-42,4.94+,3,3,>0.78095,>1,6-11
Delinquent,No,2.901953133,33,1.871003411,2,56.15891889,0,0.728559058,1,22,0,2.9-5.57,32-33,0-2.59,2,2,0.37779-0.78095,1,18-22
Not Delinquent,No,0.934197158,47,3.740757937,4,21.80544134,>0,0.333611521,1,14,0,0.74-1.11,43+,2.59-4.94,4-5,4,<0.35429,1,12-17
Not Delinquent,No,0.783719703,26,12.19457219,1,58.34155161,0,0.029747385,1,14,0,0.74-1.11,25-27,4.94+,1,1,<0.35429,1,12-17
Not Delinquent,No,19.24173196,35,12.22086534,3,79.14908758,0,0.363748747,1,10,0,14.26+,34-36,4.94+,3,3,0.35429-0.37779,1,6-11
Not Delinquent,No,1.040679193,41,12.85511842,3,48.79064112,0,0.267346772,1,28,0,0.74-1.11,39-42,4.94+,3,3,<0.35429,1,23+
Not Delinquent,No,0.262103106,39,3.946799206,1,26.37919781,>0,0.282049752,3,2,0,0.15-0.31,39-42,2.59-4.94,1,1,<0.35429,>1,1-5
Not Delinquent,No,23.90729713,29,3.635408743,2,12.05175415,0,0.664255881,1,30,0,14.26+,28-29,2.59-4.94,2,2,0.37779-0.78095,1,23+
Not Delinquent,No,0.452601599,32,11.51858525,3,40.94359949,0,0.470749431,5,13,0,0.31-0.49,32-33,4.94+,3,3,0.37779-0.78095,>1,12-17
