S_NUM,account_type,age,customer_relation_time_months,avg_time_cr_tx_60_days,total_cr_amt_30_days,num_unq_rx_90_days,ratio_cr_30to90_days,education,income,num_cards,Target_IBAN_Dig_acc,fraud_flag
1984,individual,39,177,73,4920,1,0.226308165,High School,26620,1,N,0
1985,companies,28,56,22,27623,0,0.378684094,Graduate,2344,1,N,0
1986,companies,17,132,65,2581,2,0.436157916,Graduate,20512,1,Y,0
1987,companies,51,128,9,45580,0,0.668246944,Graduate,17132,1,N,0
1988,companies,17,223,73,39148,1,0.578222235,High School,914,1,N,0
1989,govt,33,139,63,11564,1,0.986602877,Graduate,9364,1,N,0
1990,govt,44,91,24,3057,6,0.343364303,Graduate,664,1,Y,0
1991,companies,22,88,73,23742,2,0.905951716,Graduate,9773,1,N,0
1992,individual,34,26,41,23058,0,0.288068757,Graduate,8593,2,N,0
1993,govt,17,140,73,31596,0,0.218096679,Graduate,47961,1,Y,0
1994,individual,47,96,73,38599,0,0.706924823,High School,21111,1,N,0
1995,govt,37,168,29,14872,0,0.352714594,Graduate,8638,1,N,0
1996,companies,40,16,4,47210,0,0.564770284,Graduate,1324,1,N,0
1997,individual,36,17,9,5120,0,0.517666417,Graduate,2002,1,N,0
1998,individual,29,230,73,18681,1,0.274856393,High School,9944,1,Y,0
1999,individual,40,18,73,19840,0,0.317010401,Graduate,40128,1,Y,0
2000,govt,37,65,73,18372,1,0.261469063,Graduate,3988,1,N,0
2001,individual,40,44,73,44445,0,0.397098058,Graduate,866,1,N,0
2002,individual,19,67,38,1440,0,0.057821798,High School,7485,1,Y,0
2003,govt,29,139,31,10223,0,0.412592949,Graduate,2009,1,Y,0
2004,companies,48,32,28,5360,1,0.308123827,High School,735,2,N,0
2005,companies,33,208,73,4671,0,0.477809186,Graduate,49167,1,Y,0
2006,individual,32,18,73,38796,0,0.267673112,Post Graduate,18145,1,N,0
2007,individual,38,63,73,29904,3,0.95998758,Graduate,19221,1,Y,0
2008,govt,68,21,0,17331,0,0.203590891,Graduate,4318,1,N,0
2009,govt,27,83,73,52343,0,0.327086856,High School,80614,1,Y,0
2010,individual,81,39,56,25949,2,0.293393329,Graduate,23476,1,N,0
2011,companies,53,162,41,40202,1,0.422214594,High School,27953,1,N,0
2012,companies,20,170,73,47172,6,0.327616425,Graduate,44677,1,Y,0
2013,companies,34,14,18,90042,0,0.171499634,Post Graduate,2706,1,N,0
2014,individual,78,82,52,41740,1,0.333099245,Post Graduate,7329,1,N,0
2015,companies,18,13,73,26575,0,0.305164011,High School,3409,1,N,0
2016,companies,24,54,2,9471,2,0.190847184,Post Graduate,8937,1,N,0
2017,govt,22,163,55,8029,1,0.346767906,Graduate,3091,1,Y,0
2018,govt,29,75,73,2740,0,0.012340898,Graduate,22147,1,Y,0
2019,govt,39,3,47,30835,1,0.260543942,Graduate,3662,1,N,0
2020,individual,33,74,26,11168,0,0.17688454,High School,22481,2,Y,0
2021,govt,21,214,1,37744,4,0.964801081,Graduate,27311,1,Y,0
2022,companies,28,60,19,25095,1,0.931084303,Post Graduate,10647,1,N,0
2023,companies,22,33,73,15759,3,0.346260781,Graduate,487,2,N,0
2024,companies,49,49,73,6085,1,0.196050409,High School,27752,1,N,0
2025,individual,35,21,0,22324,2,0.149562383,Graduate,33572,1,Y,0
2026,individual,48,143,20,30296,1,0.342944193,Graduate,11308,1,N,0
2027,companies,44,224,0,30566,2,0.513899616,Graduate,4961,1,N,0
2028,companies,37,114,73,41554,4,0.357246179,Graduate,7988,1,N,0
2029,companies,36,18,10,34798,0,0.528315723,High School,10835,1,Y,0
2030,companies,17,80,73,18275,0,0.316427852,High School,17321,1,Y,0
2031,companies,18,75,73,10877,0,0.470594114,High School,14348,1,Y,0
2032,companies,23,86,73,13609,2,0.21858054,Graduate,11792,1,N,0
2033,companies,27,54,47,1290,0,0.297140135,High School,35798,1,N,0
2034,companies,64,60,51,29389,6,0.201985902,Graduate,27784,1,N,0
2035,govt,41,30,62,104312,2,0.162375161,High School,13313,1,N,0
2036,govt,22,37,43,40986,0,0.251423513,Graduate,36557,1,N,0
2037,govt,43,27,28,337018,0,0.650817127,Graduate,8099,1,N,0
2038,govt,20,176,73,79167,0,0.623662127,Graduate,21578,1,N,0
2039,companies,41,172,31,44575,0,0.365956876,Post Graduate,2762,1,N,0
2040,govt,31,45,73,7488,4,0.239019489,High School,20114,1,Y,0
2041,companies,23,165,0,5080,0,0.325046788,Graduate,5705,1,N,0
2042,govt,51,196,17,44641,0,0.381494618,Graduate,14356,1,N,0
2043,govt,27,146,34,7726,0,0.335637644,Graduate,7216,1,N,0
2044,companies,47,205,24,25413,0,0.424054761,High School,5726,1,Y,0
2045,individual,50,176,72,41898,0,0.575571052,High School,46672,1,Y,0
2046,companies,50,151,33,46975,1,0.279625127,Graduate,1877,1,N,0
2047,individual,30,42,40,36227,0,0.291095904,High School,38355,1,N,0
2048,companies,81,211,73,16701,0,0.347793686,High School,24271,1,N,0
2049,govt,18,164,73,1997,0,0.150016061,Graduate,81125,1,Y,0
2050,individual,35,46,1,460444,0,0.407210265,Graduate,12757,1,N,0
2051,individual,64,55,40,5223,2,0.325499054,High School,6617,1,N,0
2052,individual,50,233,29,33164,0,0.451126443,Graduate,23271,1,N,0
2053,govt,44,84,48,6736,0,0.339250069,High School,34158,1,N,0
2054,govt,15,62,32,36998,0,0.132266262,Graduate,30628,1,N,0
2055,govt,31,10,47,25461,2,0.387637323,Graduate,20424,2,N,0
2056,individual,76,163,43,4085,4,0.38588726,High School,41230,1,N,0
2057,govt,34,44,16,40683,1,0.503854052,High School,33706,1,N,0
2058,individual,20,113,18,22986,0,0.209679549,High School,3989,1,N,0
2059,govt,15,20,40,19832,0,0.414258441,High School,1908,2,N,0
2060,companies,44,137,73,17905,0,0.02368711,Graduate,28071,1,N,0
2061,govt,26,25,20,36985,0,0.331964381,Graduate,8643,1,N,0
2062,individual,21,182,48,34786,0,0.237702694,High School,19589,1,N,0
2063,individual,65,24,12,23945,1,0.346378092,Graduate,632,1,N,0
2064,companies,53,11,73,47287,1,0.561365208,Graduate,1486,1,N,0
2065,govt,78,82,73,35158,0,0.205341082,Post Graduate,1492,1,N,0
2066,govt,43,9,19,148418,0,0.399571774,Graduate,16845,2,Y,0
2067,govt,19,114,42,935513,0,0.250501266,High School,2406,1,N,0
2068,govt,33,27,73,47606,1,0.624532889,Graduate,13623,1,N,0
2069,govt,33,14,73,24345,2,0.223100523,Graduate,11276,1,N,0
2070,companies,26,58,73,47489,0,0.130867937,Post Graduate,8566,1,N,0
2071,companies,40,171,4,9551,5,0.259633328,Graduate,906,1,N,0
2072,individual,47,187,29,29393,0,0.341548379,Graduate,3254,1,N,0
2073,individual,22,117,24,26656,1,0.94644786,Graduate,1767,1,N,0
2074,individual,26,29,13,97836,1,0.473538722,Graduate,2367,1,N,0
2075,companies,72,183,73,42878,0,0.550675733,Graduate,3032,1,Y,0
2076,companies,48,61,73,78169,0,0.234399122,High School,37486,1,Y,0
2077,companies,61,16,69,8017,0,0.487350541,Graduate,6599,1,Y,0
2078,individual,54,114,0,5236,0,0.102381023,High School,41409,1,N,0
2079,govt,20,186,73,90534,0,0.346948308,Graduate,44698,1,N,0
2080,govt,30,80,55,34750,0,0.11747443,Graduate,2738,1,N,0
2081,individual,54,0,2,25507,1,0.289498653,Graduate,543,1,N,0
2082,individual,45,135,0,19482,0,0.235217928,Graduate,30909,1,Y,0
2083,companies,25,17,61,31584,0,0.453008326,Graduate,34155,1,N,0
2084,individual,34,5,14,42205,3,0.219528789,Graduate,4209,1,N,0
2085,govt,33,19,73,31278,4,0.677051897,Graduate,49399,1,N,0
2086,companies,35,29,73,46224,1,0.984159871,Graduate,24210,1,N,0
2087,companies,33,41,21,66516,0,0.442931657,Graduate,34564,1,N,0
2088,companies,33,201,73,11670,0,0.53032635,High School,39823,1,Y,0
2089,govt,51,54,35,39338,1,0.392868764,Graduate,2717,2,N,0
2090,individual,39,235,73,41693,0,0.423343609,Graduate,27750,1,N,0
2091,govt,24,110,0,46407,1,0.277661662,Graduate,42049,1,Y,0
2092,govt,37,20,73,30782,1,0.082545045,Graduate,225,1,N,0
2093,companies,48,228,32,21729,4,0.534348256,Graduate,1628,1,Y,0
2094,individual,44,98,73,15905,1,0.509710384,Graduate,19342,1,N,0
2095,companies,51,198,14,49889,1,0.403100649,High School,26651,1,Y,0
2096,govt,54,36,73,46305,3,0.481721091,Graduate,12807,1,N,0
2097,govt,74,27,73,7599,1,0.450904863,Graduate,48825,1,N,0
2098,individual,50,188,50,6606,1,0.491617205,Graduate,37708,1,N,0
2099,companies,39,83,73,20929,1,0.491122697,Graduate,8539,1,N,0
2100,govt,29,7,25,25108,1,0.241597764,Post Graduate,2631,1,Y,0
2101,govt,43,50,73,4364,0,0.255316832,Graduate,18109,2,Y,0
2102,govt,46,111,7,12234,1,0.243311487,Graduate,3037,1,N,0
2103,govt,57,75,73,46860,1,0.569392982,Graduate,6513,1,N,0
2104,companies,22,67,73,4432,0,0.32348826,Graduate,17560,1,Y,0
2105,govt,33,209,73,34644,3,0.531519771,Graduate,56849,1,Y,0
2106,govt,31,167,0,40327,0,0.397447046,Graduate,23138,1,Y,0
2107,govt,31,33,32,33036,1,0.971608355,Graduate,35481,1,N,0
2108,individual,25,199,16,24777,0,0.322167016,Graduate,72831,1,N,0
2109,govt,18,48,29,30187,2,0.425911483,High School,10259,1,N,0
2110,companies,25,222,25,21199,0,0.337384849,Graduate,36368,1,N,0
2111,govt,32,184,13,44683,0,0.35908738,Graduate,49742,1,N,0
2112,govt,26,174,73,37371,1,0.522283624,High School,22375,1,N,0
2113,companies,20,19,35,33211,0,0.270211379,Graduate,26639,1,N,0
2114,companies,26,71,14,37834,1,0.210766257,High School,40807,2,N,0
2115,individual,32,118,73,729,2,0.192667783,Graduate,24594,1,N,0
2116,individual,22,40,73,39908,2,0.22508519,Graduate,75026,1,N,0
2117,individual,33,29,18,17364,0,0.337388917,High School,4687,3,N,0
2118,govt,32,29,73,16735,4,0.110726714,Graduate,13075,1,N,0
2119,govt,31,141,73,4814,1,0.232002819,Graduate,3253,1,N,0
2120,companies,34,200,73,18137,1,0.209104396,Graduate,4327,2,N,0
2121,companies,43,88,73,24260,0,0.265281773,Graduate,19323,1,N,0
2122,companies,44,128,73,139137,1,0.263980424,Graduate,39495,1,N,0
2123,companies,18,156,73,7361,0,0.40429116,High School,3694,2,N,0
2124,govt,22,228,73,23541,3,0.368355004,Graduate,47992,1,N,0
2125,govt,30,120,73,12622,0,0.404820965,Graduate,14147,3,Y,0
2126,companies,45,25,18,19370,0,0.151013687,Graduate,8913,1,Y,0
2127,individual,51,230,73,23976,0,0.233063428,High School,92428,1,N,0
2128,companies,58,163,73,2270,2,0.317249296,Graduate,5419,1,N,0
2129,companies,25,27,29,15681,0,0.325847679,High School,64736,1,Y,0
2130,individual,35,80,73,49447,0,0.78675968,Graduate,35297,1,N,0
2131,govt,30,26,27,3294,3,0.318695476,Graduate,7850,1,N,0
2132,govt,51,235,73,88696,0,0.419712525,Graduate,2316,1,N,0
2133,individual,21,33,73,34661,1,0.469739878,Graduate,5308,2,Y,0
2134,govt,20,220,22,6598,1,0.309759425,Graduate,22359,1,N,0
2135,individual,73,111,19,4319,1,0.634188831,Graduate,6037,1,Y,0
2136,individual,38,188,29,2613,1,0.491493639,Graduate,19736,3,Y,0
2137,govt,30,35,11,13710,0,0.348911124,Graduate,45439,1,N,0
2138,companies,52,57,20,7971,0,0.573855419,Graduate,1010,3,Y,0
2139,companies,41,67,73,25534,1,0.073035176,Graduate,18599,1,Y,0
2140,companies,39,222,22,35580,0,0.296416105,Graduate,35553,1,N,0
2141,companies,16,46,8,3807,3,0.442080684,High School,5273,1,N,0
2142,companies,15,204,73,15526,0,0.873471454,Graduate,45797,1,Y,0
2143,companies,31,185,15,23469,0,0.523446779,Graduate,9606,1,N,0
2144,companies,26,148,73,34027,1,0.395631743,Graduate,14107,1,N,0
2145,companies,30,176,42,44199,4,0.477703247,High School,27206,1,N,0
2146,govt,37,200,73,35821,0,0.364523021,Graduate,21082,2,N,0
2147,individual,38,235,32,17163,4,0.398093342,High School,2950,1,Y,0
2148,companies,33,147,36,317355,2,0.261013297,Graduate,4109,1,Y,0
2149,govt,37,162,56,49619,0,0.270370308,Post Graduate,14269,1,N,0
2150,govt,77,143,73,1082,0,0.944841683,Graduate,344,1,Y,0
2151,individual,45,39,22,4090,1,0.351378991,Post Graduate,8330,1,N,0
2152,govt,25,222,2,2397,0,0.379169167,Graduate,45362,1,N,0
2153,govt,23,75,25,20905,1,0.529945623,Graduate,16912,1,Y,0
2154,individual,26,24,29,4666,1,0.534533409,Graduate,29517,1,N,0
2155,individual,38,189,73,6202,2,0.292073176,Graduate,21607,1,Y,0
2156,govt,31,154,73,17501,0,0.386615486,Graduate,39124,1,Y,0
2157,govt,25,53,73,33044,1,0.412764398,Graduate,1317,1,N,0
2158,companies,29,193,11,39324,3,0.025356055,Graduate,3605,1,N,0
2159,govt,26,129,21,39375,4,0.253552899,Graduate,342,1,N,0
2160,companies,31,50,73,31648,1,0.365494763,High School,2614,1,Y,0
2161,individual,63,14,73,44485,0,0.409037879,High School,6777,1,Y,0
2162,govt,18,141,9,48567,1,0.293627543,Graduate,41145,2,Y,0
2163,companies,32,79,47,45672,0,0.325264595,Graduate,7930,1,N,0
2164,companies,39,120,19,39338,1,0.404382149,Graduate,28617,1,N,0
2165,govt,47,188,17,22692,3,0.243369393,Graduate,46043,1,N,0
2166,individual,35,87,70,41623,1,0.528181086,High School,26666,1,N,0
2167,govt,57,149,19,52564,4,0.03948308,Graduate,39180,1,N,0
2168,individual,29,217,47,1381,0,0.447318286,Graduate,26274,1,N,0
2169,individual,37,199,10,26360,1,0.453468638,Graduate,3739,1,Y,0
2170,govt,52,72,27,47051,0,0.455934842,Graduate,3449,1,N,0
2171,individual,52,14,73,12117,2,0.476873409,Graduate,39416,1,N,0
2172,individual,71,26,8,20912,1,0.300784029,High School,24945,2,N,0
2173,companies,16,33,17,18527,1,0.331767435,High School,4633,1,N,0
2174,individual,31,7,73,42506,2,0.23507905,Graduate,4178,1,N,0
2175,govt,56,117,73,58646,1,0.385001657,Graduate,2820,1,N,0
2176,companies,28,201,2,407832,1,0.445817509,Graduate,20443,1,N,0
2177,govt,57,106,7,37393,1,0.451074348,High School,10609,1,N,0
2178,govt,41,187,16,3616,0,0.228580838,Graduate,123,1,N,0
2179,individual,73,145,63,11532,0,0.590240551,High School,8022,1,N,0
2180,individual,19,142,18,76853,0,0.429161672,Graduate,39322,1,Y,0
2181,individual,38,236,14,36483,0,0.869870647,High School,225,1,Y,0
2182,individual,30,39,11,10666,1,0.330992931,Graduate,19288,1,N,0
2183,companies,28,205,73,7572,0,0.352799186,Graduate,3771,1,N,0
2184,individual,69,185,73,45469,1,0.78220944,Graduate,2773,1,N,0
2185,companies,51,21,39,92023,1,0.457397906,Graduate,4810,1,Y,0
2186,govt,70,7,0,46793,1,0.272942797,Graduate,6431,1,N,0
2187,individual,28,26,73,1518,1,0.334576642,Graduate,4989,1,N,0
2188,individual,26,148,0,31907,1,0.48898864,Post Graduate,3230,1,N,0
2189,individual,45,192,73,43091,0,0.519743773,Graduate,23149,1,N,0
2190,companies,28,57,24,48019,0,0.437552337,Graduate,23033,1,N,0
2191,govt,64,22,0,47880,1,0.205474649,Graduate,3090,1,N,0
2192,companies,37,62,73,24077,0,0.145669301,Graduate,5200,1,Y,0
2193,govt,26,23,30,31475,1,0.232948026,Graduate,18990,1,N,0
2194,govt,21,13,38,7471,3,0.568477616,Graduate,17762,1,N,0
2195,companies,30,192,20,12545,0,0.404477619,Graduate,16033,1,N,0
2196,individual,16,233,48,26858,10,0.70446461,High School,1957,1,N,0
2197,govt,25,29,73,32039,0,0.355459482,Graduate,6219,1,N,0
2198,companies,24,109,19,116,1,0.455982802,Graduate,17550,1,Y,0
2199,govt,31,231,18,39720,2,0.263806001,Graduate,2467,1,N,0
2200,govt,36,156,58,12010,0,0.013053616,High School,87231,1,N,0
2201,individual,16,27,52,8885,0,0.494236058,High School,18327,1,Y,0
2202,individual,32,227,73,4068,0,0.228465195,Graduate,3619,1,N,0
2203,govt,30,149,73,13268,2,0.385651922,Graduate,43236,1,N,0
2204,govt,29,31,31,12265,2,0.587164147,High School,4554,1,Y,0
2205,govt,40,236,73,31368,0,0.309834602,Graduate,33291,1,Y,0
2206,individual,41,77,4,42799,0,0.237343509,Graduate,808,1,N,0
2207,companies,48,165,61,32701,0,0.576724187,High School,3386,1,N,0
2208,govt,44,179,42,38371,3,0.214398099,High School,39853,1,N,0
2209,individual,26,48,73,220047,0,0.329764323,Graduate,9054,1,Y,0
2210,individual,36,13,73,79729,0,0.459545693,Graduate,11354,2,Y,0
2211,govt,42,198,73,47392,4,0.485523954,High School,55650,1,N,0
2212,govt,81,46,17,592,0,0.208518707,Graduate,7800,1,Y,0
2213,companies,83,20,73,21135,0,0.302317452,Graduate,6449,1,N,0
2214,companies,17,131,29,7460,2,0.472557681,High School,17663,1,N,0
2215,individual,31,83,23,11582,0,0.277868124,Graduate,10022,1,Y,0
2216,individual,46,2,37,6530,0,0.412671462,High School,23149,1,N,0
2217,govt,41,219,73,25779,1,0.425243851,Graduate,6499,1,Y,0
2218,govt,42,133,60,45792,1,0.475705475,Graduate,3241,1,N,0
2219,govt,31,20,24,117183,1,0.537351115,High School,5219,1,Y,0
2220,companies,34,84,73,13532,0,0.350540284,Graduate,55918,1,N,0
2221,govt,49,94,73,31466,1,0.289847264,Graduate,1993,1,Y,0
2222,individual,41,121,24,15560,0,0.145875088,High School,25096,2,Y,0
2223,companies,35,3,13,47043,0,0.391570714,Graduate,3090,1,N,0
2224,individual,30,32,15,482,0,0.512873497,Graduate,29141,1,N,0
2225,govt,40,147,39,11338,0,0.527308097,Graduate,8139,1,N,0
2226,individual,18,82,73,5183,0,0.975678862,Graduate,25120,1,Y,0
2227,govt,39,229,58,19124,0,0.370607206,Graduate,8238,1,N,0
2228,govt,23,162,73,14808,1,0.958456946,High School,5467,1,N,0
2229,govt,15,237,41,1248,4,0.317648186,High School,6077,1,N,0
2230,individual,21,31,3,47642,0,0.573275824,Graduate,9030,1,N,0
2231,govt,45,169,73,4849,1,0.313283986,High School,41385,2,Y,0
2232,companies,36,1,22,33688,8,0.960844778,Graduate,28995,1,N,0
2233,companies,38,109,73,35994,0,0.363819668,High School,35791,1,Y,0
2234,companies,29,170,43,19252,0,0.492964709,Graduate,741,1,N,0
2235,individual,41,70,73,36261,1,0.08543677,Post Graduate,2636,1,Y,0
2236,individual,49,206,73,48443,1,0.116402866,High School,13939,1,N,0
2237,individual,34,85,73,40562,1,0.33286108,Graduate,35933,1,Y,0
2238,companies,56,129,44,34598,1,0.684326937,Graduate,5266,1,Y,0
2239,individual,36,25,0,34793,0,0.228348053,Graduate,2513,1,N,0
2240,companies,54,171,73,43479,2,0.355413337,Graduate,7117,1,N,0
2241,govt,36,155,73,4284,0,0.125137838,Graduate,8904,2,N,0
2242,companies,40,93,0,142809,3,0.111595686,Graduate,8243,1,N,0
2243,govt,44,30,28,45529,1,0.337879346,High School,76118,1,N,0
2244,individual,68,4,64,25787,1,0.284411646,Graduate,5474,1,N,0
2245,govt,18,81,16,27271,0,0.293407436,High School,6227,1,Y,0
2246,companies,46,160,73,42268,3,0.158019556,Graduate,9148,1,Y,0
2247,companies,16,200,67,47787,1,0.16781467,Graduate,28127,1,Y,0
2248,govt,31,116,2,35773,1,0.211442267,Graduate,34261,1,N,0
2249,govt,35,148,73,41903,2,0.259561976,Graduate,22360,1,N,0
2250,govt,40,117,44,36756,0,0.196392517,High School,34065,1,N,0
2251,govt,23,235,5,15472,1,0.066686915,High School,44131,1,N,0
2252,companies,29,139,73,26001,3,0.372132077,High School,24454,1,N,0
2253,companies,79,210,32,25247,0,0.283967149,Graduate,31481,2,Y,0
2254,companies,28,189,0,8378,0,0.340116098,Graduate,33002,1,Y,0
2255,govt,42,82,11,28324,2,0.359527727,High School,4607,1,N,0
2256,companies,18,99,22,8795,2,0.79701226,High School,46364,1,N,0
2257,govt,20,22,73,41600,1,0.301865214,Graduate,48716,1,N,0
2258,companies,27,197,0,24319,1,0.251306945,Graduate,21517,1,Y,0
2259,companies,19,86,44,29538,1,0.727277726,High School,10836,1,N,0
2260,individual,22,38,73,42858,1,0.353121642,Graduate,48978,1,N,0
2261,companies,20,146,38,46345,2,0.19832937,High School,17160,1,N,0
2262,govt,20,45,73,15261,1,0.561186483,High School,810,1,N,0
2263,govt,33,60,73,32748,2,0.424908074,Graduate,22033,1,Y,0
2264,companies,30,76,60,38814,0,0.295501483,Post Graduate,4302,1,N,0
2265,individual,41,19,18,39286,1,0.48876529,Graduate,5606,1,N,0
2266,govt,38,61,1,38596,1,0.967713254,Graduate,5363,2,Y,0
2267,govt,34,115,51,47104,1,0.37354216,Graduate,2561,1,N,0
2268,govt,44,210,22,11033,1,0.572079835,Graduate,1533,1,N,0
2269,companies,39,30,73,23432,0,0.395337965,Graduate,256,1,N,0
2270,companies,40,225,8,19438,0,0.388208688,High School,2895,1,Y,0
2271,govt,55,26,14,44118,2,0.582954897,Graduate,29866,1,N,0
2272,individual,37,32,56,30563,2,0.166219505,High School,47719,1,N,0
2273,individual,40,149,73,49243,0,0.633605656,Graduate,2754,1,N,0
2274,govt,26,67,31,37438,2,0.273836008,Graduate,7235,1,N,0
2275,companies,24,159,1,43901,1,0.361848028,High School,57365,1,Y,0
2276,companies,57,116,39,4805,2,0.108843383,Graduate,4909,1,N,0
2277,individual,21,148,65,47109,2,0.332323522,Graduate,15670,1,N,0
2278,companies,18,44,73,13933,0,0.530457882,High School,3571,1,N,0
2279,govt,40,15,37,24426,0,0.377969582,Graduate,11800,1,N,0
2280,govt,53,175,73,35729,1,0.455873289,Graduate,58682,1,Y,0
2281,companies,31,166,73,37531,0,0.472764048,Post Graduate,7348,1,N,0
2282,govt,48,136,73,41161,0,0.239396588,High School,2858,2,N,0
2283,individual,54,17,73,30047,1,0.470711281,Graduate,7393,1,N,0
2284,individual,34,114,19,29272,0,0.482792268,Post Graduate,13511,1,N,0
2285,companies,43,34,68,86517,3,0.52108021,Graduate,15120,3,N,0
2286,companies,51,71,73,3149,0,0.376591763,Graduate,7891,1,N,0
2287,govt,29,229,73,10005,0,0.500374448,High School,15357,1,N,0
2288,companies,44,48,29,37225,0,0.523613045,High School,35333,1,Y,0
2289,individual,39,34,31,22139,2,0.551111933,Graduate,15909,1,Y,0
2290,individual,36,210,73,32289,1,0.505020623,Graduate,15349,2,N,0
2291,companies,37,156,10,46815,2,0.231103017,High School,35745,1,N,0
2292,companies,40,14,73,10826,3,0.352143417,High School,95,1,Y,0
2293,companies,19,122,59,20674,0,0.583848316,Graduate,35832,1,Y,0
2294,individual,39,223,18,18646,0,0.311575691,Graduate,10658,1,Y,0
2295,companies,18,7,12,18276,0,0.511185114,High School,16030,1,Y,0
2296,govt,29,201,73,10874,0,0.266362477,High School,29377,1,Y,0
2297,companies,51,66,73,45839,0,0.527368928,Post Graduate,2375,1,N,0
2298,individual,30,193,0,13911,3,0.239430157,Graduate,23632,1,N,0
2299,govt,42,232,73,28245,0,0.385568785,Graduate,47029,1,N,0
2300,companies,58,30,65,20572,2,0.412190994,Graduate,9336,1,N,0
2301,companies,17,114,14,47690,0,0.280109066,High School,2678,1,N,0
2302,govt,29,221,73,6681,0,0.467513169,Graduate,9204,1,N,0
2303,govt,28,10,24,49989,0,0.500289237,Post Graduate,19796,1,N,0
2304,companies,49,33,73,49130,0,0.217189602,High School,7738,1,N,0
2305,govt,17,113,73,38248,2,0.45245849,High School,3752,1,N,0
2306,govt,28,40,0,34318,0,0.3339376,High School,2613,1,Y,0
2307,individual,34,216,73,8692,1,0.699446065,Post Graduate,2526,1,Y,0
2308,govt,20,236,0,16488,0,0.579205185,Graduate,22364,1,Y,0
2309,companies,57,60,73,23711,0,0.568756612,Graduate,28585,2,Y,0
2310,govt,42,177,29,49070,1,0.422581116,Graduate,7822,1,N,0
2311,individual,36,110,73,12835,0,0.39463662,Graduate,13103,1,N,0
2312,companies,58,70,73,22674,0,0.915903158,Graduate,5763,1,N,0
2313,individual,43,17,49,44272,3,0.137853985,Graduate,16618,1,N,0
2314,individual,40,78,73,20298,1,0.303703955,Graduate,42158,1,N,0
2315,govt,54,0,73,25684,0,0.417426483,Post Graduate,8800,1,N,0
2316,individual,21,138,50,19236,1,0.068202187,Graduate,16551,1,N,0
2317,companies,30,199,11,12265,1,0.499207577,Graduate,2696,1,Y,0
2318,companies,49,89,73,12231,0,0.167725363,Graduate,17653,1,N,0
2319,companies,23,222,27,29112,0,0.201750949,Graduate,28842,1,N,0
2320,individual,28,35,73,27644,0,0.188809917,Post Graduate,5733,1,N,0
2321,govt,15,17,13,19345,1,0.230545222,Graduate,48077,1,Y,0
2322,govt,22,238,53,5507,1,0.278532357,Graduate,9162,1,N,0
2323,companies,53,19,73,10254,1,0.425428932,High School,31806,1,N,0
2324,govt,42,42,13,33016,0,0.617679718,Post Graduate,2974,2,N,0
2325,companies,33,149,29,37704,0,0.211808041,Graduate,1148,1,N,0
2326,individual,16,105,13,16818,0,0.233897846,Graduate,90373,1,N,0
2327,individual,24,169,73,6111,0,0.976841184,Graduate,235,1,N,0
2328,individual,58,35,73,21986,12,0.79386895,Graduate,31171,1,N,0
2329,govt,24,137,65,77425,1,0.382912305,Graduate,7839,1,N,0
2330,govt,49,221,4,4119,0,0.449637323,Graduate,15257,1,Y,0
2331,companies,48,148,30,2809,3,0.009866259,Graduate,18206,1,N,0
2332,companies,52,59,26,6543,0,0.268191554,Graduate,8785,1,N,0
2333,companies,47,131,50,17322,0,0.333791004,Graduate,5422,1,N,0
2334,govt,16,29,26,45508,2,0.580428608,Graduate,29187,1,N,0
2335,govt,37,188,73,38546,0,0.376936189,Graduate,18376,1,Y,0
2336,individual,52,22,34,20647,1,0.18806165,Graduate,23922,3,Y,0
2337,companies,43,235,73,8132,0,0.370229024,Graduate,13626,1,N,0
2338,govt,72,36,73,41376,1,0.46532272,Graduate,33586,1,N,0
2339,individual,21,201,73,44452,2,0.554565707,Graduate,16770,1,N,0
2340,govt,15,24,73,11131,0,0.300952909,Graduate,9033,1,Y,0
2341,govt,57,88,73,24335,0,0.28990453,High School,23641,1,N,0
2342,companies,28,22,12,12531,1,0.496549454,Graduate,20759,1,N,0
2343,individual,19,78,1,40878,5,0.241384536,Graduate,25922,1,Y,0
2344,companies,21,3,73,31249,1,0.436116177,High School,30061,1,Y,0
2345,companies,29,229,73,46954,0,0.412038312,High School,70380,1,N,0
2346,companies,37,68,51,1415,4,0.991695067,High School,45983,1,N,0
2347,govt,47,140,73,8635,0,0.479335549,Graduate,24,1,N,0
2348,govt,38,201,73,32240,0,0.466629031,High School,1884,1,N,0
2349,govt,22,51,0,7751,1,0.374252707,Graduate,8438,1,N,0
2350,govt,46,34,25,30576,0,0.25619346,Graduate,9427,1,Y,0
2351,individual,38,135,57,47457,2,0.456400597,Graduate,84711,1,N,0
2352,individual,41,205,73,37620,3,0.423779863,Graduate,8457,1,N,0
2353,companies,22,125,17,1764,1,0.393079312,High School,4135,1,Y,0
2354,individual,55,67,40,51570,1,0.110658923,Graduate,39517,1,Y,0
2355,companies,39,37,73,1842,2,0.078582948,Graduate,11741,2,Y,0
2356,govt,29,107,22,27109,0,0.985882092,Graduate,39007,2,Y,0
2357,companies,30,113,73,12242,2,0.585866412,Graduate,2154,1,N,0
2358,individual,49,160,73,6279,0,0.343739265,Graduate,3717,1,N,0
2359,govt,45,4,20,28006,1,0.615212446,Graduate,24172,1,N,0
2360,govt,48,221,44,29849,0,0.733621746,Graduate,67663,1,Y,0
