id,tgt_1,int_rate,num_tl_90g_dpd_24m,emp_length,dti,home_ownership,loan_amnt,LOR,FICO_Change,annual_inc,Occupation_group,product_group,loc_group,Occupation,product,location
67205775,0,20.99,0,< 1 year,23.02,RENT,11875,127,150,33000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod3,loc496
67205787,0,11.22,0,< 1 year,15.76,MORTGAGE,4200,170,15,39600,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod2,loc659
67205788,0,17.57,0,< 1 year,16.05,RENT,28300,234,60,59000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ18,Prod2,loc3
67205794,0,15.41,0,10+ years,37.61,MORTGAGE,18000,255,-10,53000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod2,loc163
67205797,0,14.48,0,5 years,12.73,RENT,15000,143,145,66000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc79
67205799,0,17.86,0,< 1 year,15.28,MORTGAGE,17325,180,40,60000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ46,Prod3,loc787
67205805,0,13.18,0,3 years,10.98,RENT,20125,170,15,83694,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc634
67205807,0,7.89,0,3 years,12.75,OWN,10000,181,-30,75000,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ5,Prod2,loc762
67205815,0,7.26,0,< 1 year,12.35,MORTGAGE,11000,255,15,80000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod6,loc631
67205823,0,11.22,0,9 years,25.41,RENT,12000,143,-80,53000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ4,Prod3,loc692
67205827,0,13.67,0,10+ years,17.23,MORTGAGE,35000,206,-30,120000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ2,Prod2,loc317
67205840,0,11.22,0,5 years,20.63,OWN,10000,142,120,57000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ19,Prod2,loc179
67205841,0,11.22,0,N/A,21.28,MORTGAGE,7000,116,15,49000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ16,Prod3,loc353
67205856,0,12.59,0,8 years,19.32,OWN,13000,116,0,62000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ42,Prod3,loc642
67205860,0,7.26,0,2 years,12.97,MORTGAGE,10200,194,-20,92000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc193
67205863,0,9.76,0,< 1 year,17.58,MORTGAGE,20000,151,-25,75000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ5,Prod7,loc771
67205864,0,12.59,0,N/A,30.16,MORTGAGE,10000,268,-20,35500,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc121
67205884,0,20.99,0,2 years,29.85,RENT,4675,67,30,15600,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ42,Prod3,loc642
67205892,0,9.17,0,< 1 year,18.55,RENT,10000,378,-5,30000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc186
67205905,0,8.38,0,1 year,15.51,RENT,5000,93,-30,27000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc736
67205941,0,11.99,0,< 1 year,24.72,MORTGAGE,6000,259,15,63000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc757
67205953,0,13.67,0,N/A,11.28,RENT,8975,90,170,20424,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod3,loc635
67205955,0,13.67,0,< 1 year,20.89,MORTGAGE,23000,185,65,67000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc167
67205960,0,16.99,4,5 years,9.5,MORTGAGE,24800,325,40,114000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod2,loc198
67205987,0,17.57,0,N/A,35.27,RENT,8075,333,130,18372,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc135
67206006,0,9.17,0,1 year,4.66,MORTGAGE,12000,254,-15,35000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ31,Prod3,loc710
67206035,0,8.38,0,9 years,9.93,RENT,17000,159,90,76000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc172
67206041,0,13.67,0,< 1 year,8.13,MORTGAGE,10000,107,5,45000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod3,loc372
67206045,0,20.99,0,N/A,31.39,RENT,3500,139,-15,11736,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ46,Prod3,loc793
67206070,0,13.18,0,4 years,15.57,RENT,35000,245,105,83000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ32,Prod3,loc711
67206073,0,14.48,0,5 years,21.42,MORTGAGE,18000,144,140,65000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ39,Prod3,loc256
67206076,0,8.38,0,3 years,11.92,MORTGAGE,24000,147,-10,129000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ37,Prod2,loc161
67206081,0,13.67,0,9 years,14.15,MORTGAGE,20000,237,150,65000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc757
67206086,0,15.41,0,< 1 year,14.15,MORTGAGE,32000,417,-60,95000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ49,Prod2,loc680
67206089,0,11.22,0,8 years,12.3,MORTGAGE,35000,311,-115,263000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod2,loc380
67206094,1,13.67,0,2 years,27,MORTGAGE,4500,113,-55,70000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod3,loc496
67206095,0,12.59,0,5 years,10.73,MORTGAGE,13000,183,-95,70000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod2,loc273
67206096,0,13.67,0,< 1 year,27.79,MORTGAGE,15000,252,65,58000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ28,Prod3,loc568
67206101,0,10.64,0,N/A,30.57,OWN,1500,189,-20,36000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ21,Prod3,loc429
67206103,0,16.55,0,N/A,19.83,MORTGAGE,20000,228,120,91000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc94
67206104,0,20.99,0,N/A,33.42,OWN,14025,235,-80,39000,high_tgt_occ,low_tgt_prd,high_tgt_loc,Occ21,Prod3,loc421
67206132,0,11.99,0,< 1 year,26.34,MORTGAGE,16000,134,-15,57600,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ26,Prod4,loc240
67206156,0,12.59,0,2 years,8.66,MORTGAGE,21000,170,60,128000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc761
67206161,0,11.99,0,< 1 year,27.88,MORTGAGE,10000,226,135,65000,high_tgt_occ,med_tg_prd,low_tgt_loc,Occ39,Prod4,loc253
67206172,0,16.55,0,< 1 year,26.27,RENT,25000,75,-25,65000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc119
67206182,0,13.67,0,< 1 year,4.76,OWN,15000,230,15,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ3,Prod2,loc586
67206186,0,12.59,0,4 years,18.88,MORTGAGE,35000,185,15,140000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc732
67206197,0,13.67,0,< 1 year,25.41,RENT,30000,145,-50,80000,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ5,Prod3,loc762
67206201,0,14.48,0,8 years,34.62,RENT,12800,212,85,33000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ42,Prod2,loc642
67206205,0,13.67,0,2 years,34.14,OWN,10200,275,220,41800,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ44,Prod3,loc201
67206217,0,12.59,0,< 1 year,4.82,MORTGAGE,15000,105,15,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ3,Prod2,loc590
67206236,0,14.48,0,N/A,20.31,RENT,3000,103,145,11000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc728
67206238,0,13.18,0,N/A,8.61,RENT,12000,121,0,40000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc147
67206245,0,11.22,0,1 year,14.17,MORTGAGE,24000,196,35,72000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc732
67206256,0,12.59,0,1 year,24.84,RENT,12000,206,-55,40000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc717
67206257,0,7.89,0,< 1 year,24.7,OWN,20000,232,-110,70000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc627
67206270,0,10.64,0,< 1 year,19.12,RENT,20000,142,-65,75000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc753
67206271,0,11.22,0,8 years,36.28,RENT,25000,218,70,82000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ17,Prod2,loc584
67206285,0,16.55,0,N/A,14.74,RENT,3000,90,110,11000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc744
67206302,0,7.89,0,5 years,33.99,MORTGAGE,20000,222,-20,120000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod2,loc233
67206303,0,11.22,0,5 years,30.84,RENT,10000,306,20,26000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ3,Prod3,loc587
67206308,0,17.86,0,< 1 year,10.9,OWN,31500,96,-80,91000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc280
67206336,0,10.64,0,< 1 year,5.06,MORTGAGE,10000,172,60,80000,low_tgt_occ,low_tgt_prd,high_tgt_loc,Occ33,Prod3,loc120
67206357,0,20.99,0,< 1 year,18.38,MORTGAGE,30925,179,135,77343,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc633
67206366,0,16.99,0,N/A,21.48,MORTGAGE,10400,108,-85,22620,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc231
67206381,0,7.26,1,N/A,29.53,MORTGAGE,25000,381,-5,87500,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc633
67206389,0,10.64,0,< 1 year,30.21,MORTGAGE,15000,123,65,45000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ28,Prod2,loc569
67206395,1,13.18,0,< 1 year,35,RENT,10000,20,-160,20000,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ33,Prod3,loc90
67206402,0,9.17,0,9 years,8.43,MORTGAGE,22000,230,115,150000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod2,loc640
67206404,0,16.99,0,1 year,23.2,RENT,6000,289,195,42000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ34,Prod2,loc381
67206412,0,13.67,0,5 years,32.88,RENT,14875,192,0,40000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod2,loc496
67206417,0,15.41,0,N/A,16.52,MORTGAGE,3500,108,225,8000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ34,Prod2,loc389
67206423,0,12.59,0,N/A,9.39,MORTGAGE,15000,241,170,45000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ17,Prod3,loc574
67206426,0,18.49,0,1 year,25.6,MORTGAGE,27600,161,110,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ28,Prod3,loc565
67206433,0,9.76,0,1 year,15.84,RENT,15750,167,110,55000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc757
67206437,0,12.59,0,< 1 year,9.44,RENT,12000,142,135,59245,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc735
67206442,0,9.17,0,< 1 year,12.31,RENT,10000,219,-110,27000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod2,loc257
67206445,0,18.49,0,6 years,11.45,OWN,12600,129,50,35000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc232
67206466,0,12.59,0,4 years,6.17,OWN,5000,149,35,36000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ4,Prod2,loc692
67206478,0,14.48,0,N/A,20.22,OWN,7450,348,-40,27120,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc89
67206510,0,18.49,0,9 years,34.15,RENT,20150,245,-30,48000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc723
67206517,0,13.18,0,< 1 year,33.07,RENT,10000,160,-10,27799,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ5,Prod2,loc762
67206519,0,9.76,0,2 years,18.33,RENT,8000,89,-50,36000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc629
67206540,0,15.41,0,10+ years,39.03,RENT,13250,159,-85,50000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ32,Prod3,loc711
67215236,0,14.48,0,10+ years,17.36,OWN,35000,97,-55,96000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ49,Prod5,loc680
67215264,0,13.67,0,< 1 year,13.08,MORTGAGE,4000,45,-35,70000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ23,Prod3,loc520
67215270,0,17.86,0,10+ years,35.23,RENT,11200,248,180,28000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc653
67215320,0,17.57,0,10+ years,20.04,MORTGAGE,6000,260,115,98000,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ33,Prod2,loc90
67215325,0,12.59,0,< 1 year,14.64,RENT,3000,195,25,100000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ21,Prod2,loc422
67215336,0,17.86,0,7 years,17.87,MORTGAGE,13875,118,135,55000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ38,Prod3,loc20
67215338,0,11.22,0,N/A,24.56,RENT,10000,555,85,29500,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod2,loc302
67215356,0,16.99,0,< 1 year,9.79,MORTGAGE,18450,161,5,45000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ18,Prod3,loc17
67215369,0,9.17,0,N/A,9.82,MORTGAGE,6000,217,5,50000,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ33,Prod2,loc90
67215381,0,9.17,0,7 years,16.11,RENT,20000,387,70,135000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc763
67215382,0,12.59,0,2 years,10.34,RENT,30000,343,-30,63000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc79
67215419,0,14.48,0,5 years,21.66,RENT,12000,124,-35,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod2,loc100
67215424,0,10.64,0,1 year,6.82,RENT,20000,226,125,140000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc634
67215428,0,16.99,0,1 year,11.42,RENT,9450,39,30,23650,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ11,Prod3,loc257
67215434,0,11.99,0,N/A,34.02,OWN,11000,429,-65,35000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc624
67215453,0,21.99,0,< 1 year,19.66,RENT,25000,219,120,78000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ3,Prod2,loc590
67215468,0,13.67,0,< 1 year,16.47,MORTGAGE,3000,361,-20,56000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ19,Prod3,loc177
67215478,0,15.41,1,6 years,35.34,OWN,35000,309,-55,100000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ16,Prod3,loc353
67215480,0,15.41,0,1 year,8.09,RENT,32750,277,35,78000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ13,Prod3,loc495
67215488,0,16.55,0,< 1 year,11.02,RENT,3575,152,-65,56000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ6,Prod3,loc665
67215490,0,15.41,0,< 1 year,20.1,MORTGAGE,16000,153,70,55000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ21,Prod3,loc426
67215493,0,18.49,0,N/A,28.74,RENT,20800,114,100,52000,high_tgt_occ,low_tgt_prd,high_tgt_loc,Occ21,Prod3,loc419
67215495,0,11.22,0,< 1 year,12.64,RENT,12000,216,0,45000,medium_tgt_occ,high_tgt_prd,med_tgt_loc,Occ30,Prod9,loc54
67215500,0,11.22,0,8 years,14.22,MORTGAGE,4000,135,-45,32500,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ6,Prod4,loc660
67215502,0,8.38,0,7 years,15.84,MORTGAGE,10000,180,15,57422,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ19,Prod3,loc178
67215515,0,16.55,0,1 year,30.38,RENT,9725,329,105,32424,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc757
67215516,0,12.59,0,< 1 year,25.75,MORTGAGE,24000,135,100,70000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ22,Prod2,loc458
67215522,0,16.99,0,< 1 year,6.69,MORTGAGE,21000,147,35,92000,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ11,Prod4,loc257
67215529,0,10.64,0,N/A,24.32,MORTGAGE,16900,247,-20,45000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ24,Prod3,loc336
67215535,0,16.99,0,8 years,7.88,OWN,23000,254,10,67500,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc628
67215552,0,20.99,0,< 1 year,18.6,RENT,11400,116,170,52000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc87
67215555,0,10.64,0,< 1 year,12,OWN,10000,117,-35,29500,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc137
67215560,0,8.38,0,1 year,18.37,RENT,20000,338,-65,140000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ13,Prod3,loc495
67215568,0,10.64,0,10+ years,16.12,MORTGAGE,20000,132,20,79200,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ11,Prod2,loc260
67215573,0,7.89,0,7 years,12.09,OWN,12000,203,40,85000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc109
67215578,0,16.55,1,2 years,14.81,MORTGAGE,10000,122,-5,58000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod3,loc491
67215592,0,6.89,0,4 years,23.48,RENT,6000,213,-5,32000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc717
67215601,0,17.57,0,N/A,17.62,MORTGAGE,3000,343,95,38000,medium_tgt_occ,med_tg_prd,high_tgt_loc,Occ10,Prod4,loc292
67215613,0,17.57,0,< 1 year,20.2,RENT,17025,123,145,42596.97,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc239
67215622,0,14.48,0,< 1 year,14.47,OWN,10000,95,110,90000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc653
67215632,0,18.49,0,8 years,17.4,MORTGAGE,12000,172,110,40000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ21,Prod3,loc429
67215636,0,11.99,0,8 years,16.44,MORTGAGE,20000,180,-70,60000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc732
67215637,0,15.41,1,5 years,34.17,MORTGAGE,4425,277,10,40000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ28,Prod3,loc562
67215673,0,7.26,0,< 1 year,23.53,MORTGAGE,26000,406,10,72000,low_tgt_occ,low_tgt_prd,high_tgt_loc,Occ5,Prod2,loc749
67215697,0,14.48,0,8 years,1.93,OWN,15000,435,170,54000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ35,Prod3,loc604
67215705,0,11.22,1,N/A,24.02,RENT,4825,347,20,11000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc163
67215709,0,15.41,0,1 year,31.21,RENT,27900,75,125,81600,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc631
67215716,0,16.99,0,N/A,8.8,RENT,3350,380,10,19488,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ1,Prod3,loc800
67215720,0,12.59,0,< 1 year,35.9,OWN,11975,210,0,70000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc768
67215736,0,17.57,1,N/A,35.38,MORTGAGE,12000,178,125,32800,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ2,Prod3,loc308
67215742,0,16.55,0,N/A,29.46,OWN,4700,165,140,13000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ23,Prod3,loc536
67215760,0,9.17,0,4 years,17.73,MORTGAGE,10000,187,-100,45000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ42,Prod6,loc623
67215770,0,13.67,0,< 1 year,26.56,RENT,15000,145,-45,42000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc735
67215776,0,16.55,0,6 years,37.4,MORTGAGE,10000,112,5,54000,medium_tgt_occ,med_tg_prd,med_tgt_loc,Occ10,Prod4,loc287
67215786,0,9.76,0,7 years,15.52,RENT,10000,250,-35,29000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc752
67215787,0,11.99,0,< 1 year,14.76,OWN,10000,163,-120,88956,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ33,Prod3,loc90
67215794,0,13.67,0,1 year,3.58,RENT,15000,38,-20,95000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ7,Prod3,loc53
67215802,0,11.99,0,< 1 year,10.45,MORTGAGE,30000,242,-60,130000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc736
67215837,0,13.67,0,< 1 year,26.12,RENT,10000,187,-60,25000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ17,Prod3,loc574
67215838,0,9.76,0,1 year,13.7,RENT,21000,195,-120,125000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ13,Prod2,loc496
67215880,0,13.18,0,5 years,18.08,RENT,5000,92,70,46800,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ5,Prod1,loc736
67215882,0,11.22,0,< 1 year,30.27,OWN,12000,163,-75,27000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ47,Prod3,loc447
67215904,0,6.89,0,2 years,22.17,OWN,18000,540,0,59868,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod2,loc614
67215922,0,9.17,0,2 years,12.48,OWN,5000,225,-65,38000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod2,loc288
67215924,0,14.48,0,3 years,17.2,RENT,3000,123,140,18000,medium_tgt_occ,high_tgt_prd,low_tgt_loc,Occ4,Prod1,loc690
67215938,0,7.26,0,< 1 year,15.33,RENT,11000,146,-15,70000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod2,loc753
67215942,0,16.55,0,< 1 year,24.45,OWN,30000,104,-10,70000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc244
67215965,0,16.99,0,1 year,36.79,RENT,25000,120,20,59000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ26,Prod3,loc231
67215974,0,13.67,0,< 1 year,30.41,MORTGAGE,33000,254,55,93000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ2,Prod3,loc303
67216000,1,13.18,0,< 1 year,29.5,MORTGAGE,10000,300,-65,54000,medium_tgt_occ,low_tgt_prd,med_tgt_loc,Occ42,Prod3,loc642
67216015,0,13.67,0,< 1 year,27.81,RENT,21775,131,-20,49536,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc770
67216017,0,11.99,0,3 years,13.51,RENT,2000,190,80,50000,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ21,Prod2,loc422
67216020,0,13.67,0,N/A,34.77,MORTGAGE,21600,142,190,70060,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ19,Prod6,loc183
67216025,0,16.99,0,2 years,10.76,RENT,33000,48,-105,96800,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ47,Prod4,loc439
67216029,0,7.89,1,< 1 year,20.28,RENT,6000,242,205,47000,low_tgt_occ,low_tgt_prd,med_tgt_loc,Occ5,Prod3,loc738
67216031,0,11.99,0,9 years,18.66,MORTGAGE,24000,212,10,80000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod3,loc612
67216110,0,18.99,0,1 year,15.19,RENT,5000,110,10,29000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ37,Prod3,loc150
67216126,0,12.59,0,6 years,21.2,MORTGAGE,9000,108,-30,24000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc118
67216155,0,11.22,0,N/A,14.76,RENT,6000,194,-5,47808,high_tgt_occ,low_tgt_prd,low_tgt_loc,Occ21,Prod3,loc422
67216163,0,12.59,0,N/A,12.96,RENT,7750,290,0,30000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ5,Prod3,loc747
67216173,0,11.99,0,10+ years,28.6,MORTGAGE,22500,148,180,129000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ19,Prod2,loc178
67216213,0,11.22,0,N/A,25.26,MORTGAGE,1000,562,130,23000,low_tgt_occ,low_tgt_prd,high_tgt_loc,Occ36,Prod6,loc779
67216229,0,7.89,0,3 years,24.52,OWN,6000,204,-25,26000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod2,loc288
67216234,1,10.64,0,< 1 year,21.5,RENT,5000,190,-10,45000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ46,Prod3,loc789
67216252,0,13.18,0,N/A,25.92,OWN,6000,357,40,25000,low_tgt_occ,high_tgt_prd,low_tgt_loc,Occ7,Prod9,loc47
67216254,0,9.17,0,N/A,13.49,MORTGAGE,6950,371,-5,32400,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ42,Prod2,loc631
67216273,0,11.99,0,5 years,33.4,RENT,5000,138,170,24000,medium_tgt_occ,med_tg_prd,low_tgt_loc,Occ4,Prod8,loc699
67216279,0,12.59,0,2 years,17.64,RENT,15000,101,155,100000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ1,Prod2,loc798
67216289,0,9.76,1,N/A,23.1,MORTGAGE,5000,171,-5,40000,low_tgt_occ,low_tgt_prd,low_tgt_loc,Occ33,Prod3,loc87
67216302,0,13.67,0,N/A,38.34,RENT,15000,104,-35,38000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ16,Prod3,loc350
67216347,0,9.76,0,9 years,32.07,MORTGAGE,6000,292,-20,68000,medium_tgt_occ,low_tgt_prd,high_tgt_loc,Occ42,Prod3,loc622
67216349,0,16.99,0,< 1 year,26.1,RENT,14000,134,85,35000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ10,Prod3,loc288
67216353,0,12.59,1,< 1 year,21.03,RENT,35000,292,-30,80000,medium_tgt_occ,low_tgt_prd,low_tgt_loc,Occ4,Prod2,loc698
67216359,0,11.99,0,9 years,7.45,RENT,10000,113,-30,160000,low_tgt_occ,med_tg_prd,low_tgt_loc,Occ5,Prod12,loc731
